ligand,affinity_kcal,hbond_total,hbond_pdon,hbond_ldon,hydrophobic,pi_stack,salt_bridge,water_bridge,hinge_residues,hbond_details,is_hinge_binder
phase2_7CHM_LIG_122490572,-8.984,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.64a=164.1 | GLU603(ldon)d=3.06a=160.4 | GLU603(ldon)d=3.16a=106.6 | GLY605(ldon)d=3.40a=118.5,True
phase2_7CHM_LIG_142416387,-8.98,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.52a=151.3 | GLY605(ldon)d=3.26a=132.3,True
phase2_7CIL_LIG_166673091,-8.971,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.07a=156.8 | GLU603(ldon)d=3.80a=113.4 | GLY605(ldon)d=3.65a=117.4 | GLY605(ldon)d=2.81a=158.5,True
phase2_7CHN_LIG_155118908,-8.956,5,1,4,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.28a=153.8 | GLU603(ldon)d=3.13a=122.2 | GLY605(ldon)d=3.35a=119.2 | GLY605(ldon)d=2.94a=156.4 | GLY605(ldon)d=3.24a=152.2,True
phase2_7CIL_LIG_141725056,-8.948,5,1,4,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.71a=156.6 | GLU603(ldon)d=3.27a=140.8 | GLY605(ldon)d=4.00a=152.4 | GLY605(ldon)d=3.17a=122.3 | GLY605(ldon)d=3.05a=125.5,True
phase2_7CHM_LIG_142436036,-8.928,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.37a=147.3 | GLY605(ldon)d=3.06a=116.5,True
phase2_7CHM_LIG_118286352,-8.927,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.26a=166.2,True
phase2_7CIL_LIG_166635463,-8.925,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.89a=133.5 | GLY605(ldon)d=2.82a=136.0,True
phase2_7CIL_LIG_129275413,-8.922,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.19a=157.6 | GLY605(ldon)d=2.82a=131.1,True
phase2_7CHM_LIG_122490554,-8.917,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.23a=155.1 | GLU603(ldon)d=2.91a=132.7 | GLY605(ldon)d=3.48a=118.9 | GLY605(ldon)d=3.51a=107.8,True
phase2_7CHM_LIG_146290574,-8.906,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.70a=141.4 | GLY605(ldon)d=3.10a=129.1,True
phase2_7CHM_LIG_118286384,-8.899,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.27a=148.1 | GLY605(ldon)d=3.53a=134.6 | GLY605(ldon)d=3.48a=131.8,True
phase2_7CHM_LIG_122457166,-8.898,0,0,0,0,0,0,0,[],,False
phase2_7CHN_LIG_155691527,-8.898,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.32a=147.1,True
phase2_7CHN_LIG_164091414,-8.898,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.32a=147.1,True
phase2_7CHN_LIG_166866595,-8.89,1,1,0,0,0,0,0,[605],GLY605(pdon)d=4.01a=149.9,True
phase2_7CHM_LIG_142416326,-8.884,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.30a=152.4 | GLU603(ldon)d=3.25a=104.0 | GLY605(ldon)d=2.93a=153.6,True
phase2_7CHM_LIG_122490585,-8.883,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.17a=149.0 | GLY605(ldon)d=3.49a=117.8,True
phase2_7CHM_LIG_155022157,-8.882,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.42a=148.3 | GLY605(ldon)d=3.04a=102.7,True
phase2_7CIL_LIG_166675729,-8.856,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.15a=155.7 | GLU603(ldon)d=3.06a=100.6 | GLY605(ldon)d=2.80a=107.0 | GLY605(ldon)d=3.78a=130.4,True
phase2_7CHM_LIG_122490555,-8.841,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.16a=153.9 | GLY605(ldon)d=3.39a=138.1,True
phase2_7CHM_LIG_118286279,-8.84,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.54a=150.3 | GLU603(ldon)d=2.94a=144.2 | GLY605(ldon)d=3.29a=163.0 | GLY605(ldon)d=3.25a=156.9,True
phase2_7CIL_LIG_142416390,-8.84,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.22a=154.9 | GLY605(ldon)d=2.89a=138.6 | GLY605(ldon)d=3.35a=165.2,True
phase2_7CHN_LIG_166866571,-8.83,4,1,3,0,0,0,0,[605],GLY605(pdon)d=3.18a=148.1 | GLY605(ldon)d=3.13a=113.9 | GLY605(ldon)d=3.39a=102.6 | GLY605(ldon)d=2.94a=112.0,True
phase2_7CHN_LIG_155119010,-8.828,7,1,6,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.27a=154.3 | GLU603(ldon)d=3.15a=110.4 | GLU603(ldon)d=3.92a=122.8 | GLY605(ldon)d=3.40a=131.7 | GLY605(ldon)d=3.40a=123.2 | GLY605(ldon)d=3.02a=107.3 | GLY605(ldon)d=3.57a=136.0,True
phase2_7CIL_LIG_129244941,-8.822,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.17a=154.4 | GLU603(ldon)d=3.14a=124.6 | GLY605(ldon)d=3.69a=133.7 | GLY605(ldon)d=2.78a=117.3,True
phase2_7CHN_LIG_155119025,-8.82,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.23a=148.8 | GLU603(ldon)d=3.21a=129.3 | GLY605(ldon)d=3.27a=132.5 | GLY605(ldon)d=3.72a=117.5,True
phase2_7CHM_LIG_118286440,-8.814,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.73a=133.2 | GLY605(ldon)d=3.46a=134.2 | GLY605(ldon)d=2.97a=108.6,True
phase2_7CIL_LIG_141725010,-8.813,7,1,6,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.16a=157.6 | GLU603(ldon)d=3.09a=118.4 | GLU603(ldon)d=3.63a=100.5 | GLU603(ldon)d=3.40a=153.2 | GLY605(ldon)d=4.00a=123.0 | GLY605(ldon)d=3.58a=121.0 | GLY605(ldon)d=3.06a=134.7,True
phase2_7CHM_LIG_118286345,-8.812,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.20a=147.5 | GLY605(ldon)d=3.45a=107.0 | GLY605(ldon)d=4.10a=166.5,True
phase2_7CIL_LIG_155621801,-8.811,6,1,5,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.13a=157.0 | GLU603(ldon)d=3.06a=109.3 | GLY605(ldon)d=3.60a=124.0 | GLY605(ldon)d=3.97a=121.8 | GLY605(ldon)d=3.48a=122.5 | GLY605(ldon)d=2.87a=111.7,True
phase2_7CHM_LIG_142436020,-8.808,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.41a=145.0 | GLY605(ldon)d=3.70a=121.1,True
phase2_7CIL_LIG_129244943,-8.806,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.18a=155.2 | GLY605(ldon)d=2.90a=115.0,True
phase2_7CHM_LIG_118286467,-8.794,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.20a=147.9,True
phase2_7CHM_LIG_122490550,-8.793,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.30a=166.0,True
phase2_7CHM_LIG_118286459,-8.792,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.23a=154.7 | GLY605(ldon)d=3.69a=117.7,True
phase2_7CHM_LIG_148534597,-8.777,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.47a=150.9 | GLU603(ldon)d=3.22a=103.4 | GLY605(ldon)d=3.22a=153.7 | GLY605(ldon)d=2.93a=111.9,True
phase2_7CIL_LIG_142755084,-8.776,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=2.91a=161.2 | GLU603(ldon)d=3.22a=119.6 | GLY605(ldon)d=3.33a=127.0 | GLY605(ldon)d=3.23a=124.7,True
phase2_7CHM_LIG_112499966,-8.746,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.16a=148.2 | GLY605(ldon)d=2.94a=107.1,True
phase2_7CHM_LIG_126482550,-8.743,5,1,4,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.15a=151.8 | GLU603(ldon)d=2.88a=141.8 | GLY605(ldon)d=3.43a=118.1 | GLY605(ldon)d=3.47a=152.7 | GLY605(ldon)d=3.51a=143.1,True
phase2_7CHM_LIG_118286428,-8.737,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.80a=132.7 | GLY605(ldon)d=3.50a=130.9 | GLY605(ldon)d=2.89a=102.6,True
phase2_7CHM_LIG_122490581,-8.729,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.36a=164.3 | GLU603(ldon)d=2.99a=102.4 | GLY605(ldon)d=2.91a=111.8 | GLY605(ldon)d=3.44a=118.9,True
phase2_7CHM_LIG_146329790,-8.728,5,1,4,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.37a=157.0 | GLU603(ldon)d=3.12a=118.0 | GLU603(ldon)d=3.93a=142.5 | GLY605(ldon)d=3.20a=130.8 | GLY605(ldon)d=3.20a=106.6,True
phase2_7CIL_LIG_142416385,-8.727,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.23a=148.9 | GLY605(ldon)d=3.44a=111.8 | GLY605(ldon)d=3.74a=168.4,True
phase2_7CHM_LIG_118286451,-8.696,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.73a=134.9 | GLY605(ldon)d=3.12a=131.8,True
phase2_7CHM_LIG_122490552,-8.693,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.19a=164.6 | GLU603(ldon)d=3.06a=139.9 | GLY605(ldon)d=2.92a=103.1,True
phase2_7CHM_LIG_122490551,-8.674,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.24a=155.3 | GLY605(ldon)d=3.41a=128.3,True
phase2_7CIL_LIG_129266648,-8.671,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.18a=154.3 | GLU603(ldon)d=3.14a=115.4 | GLY605(ldon)d=3.72a=112.9 | GLY605(ldon)d=2.82a=130.2,True
phase2_7CIL_LIG_145336712,-8.62,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.14a=157.8 | GLY605(ldon)d=3.61a=138.7,True
phase2_7CIL_LIG_158224339,-8.609,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.24a=154.2 | GLY605(ldon)d=2.85a=110.1,True
phase2_7CHM_LIG_57383019,-8.605,1,0,1,0,0,0,0,[605],GLY605(ldon)d=2.81a=107.5,True
phase2_7CHM_LIG_142416414,-8.605,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.23a=152.9 | GLU603(ldon)d=3.24a=118.8 | GLY605(ldon)d=2.86a=121.8,True
phase2_7CHM_LIG_146312779,-8.605,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.44a=145.8 | GLY605(ldon)d=3.08a=125.8 | GLY605(ldon)d=3.78a=109.0,True
phase2_7CIL_LIG_142416321,-8.6,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.22a=148.9 | GLY605(ldon)d=3.40a=103.3,True
phase2_7CHM_LIG_122490576,-8.582,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.20a=149.3,True
phase2_7CHM_LIG_77847232,-8.581,2,0,2,0,0,0,0,[605],GLY605(ldon)d=3.74a=134.0 | GLY605(ldon)d=4.04a=141.2,True
phase2_7CIL_LIG_142416379,-8.571,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.18a=147.2 | GLU603(ldon)d=3.22a=100.6 | GLY605(ldon)d=2.88a=111.6 | GLY605(ldon)d=3.20a=133.2,True
phase2_7CIL_LIG_129266632,-8.558,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.15a=149.7 | GLU603(ldon)d=3.17a=114.6 | GLY605(ldon)d=3.31a=104.6 | GLY605(ldon)d=4.09a=117.0,True
phase2_7CIL_LIG_142416413,-8.553,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.19a=153.0 | GLY605(ldon)d=2.84a=109.2,True
phase2_7CHN_LIG_155119024,-8.551,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.23a=149.1 | GLU603(ldon)d=3.19a=121.0 | GLY605(ldon)d=3.39a=101.3 | GLY605(ldon)d=3.00a=109.8,True
phase2_7CHM_LIG_142436022,-8.546,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.63a=141.3 | GLY605(ldon)d=3.01a=135.0,True
phase2_7CIL_LIG_142416303,-8.54,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.17a=151.9 | GLU603(ldon)d=3.14a=116.4 | GLY605(ldon)d=2.82a=125.7,True
phase2_7CHM_LIG_155012431,-8.535,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.42a=143.9 | GLY605(ldon)d=2.94a=102.0,True
phase2_7CHM_LIG_140767798,-8.525,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.92a=177.5,True
phase2_7CHM_LIG_118286448,-8.516,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.44a=151.9 | GLY605(ldon)d=3.23a=128.5,True
phase2_7CHM_LIG_122490553,-8.516,6,1,5,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.24a=154.1 | GLU603(ldon)d=3.05a=101.2 | GLU603(ldon)d=2.98a=110.0 | GLY605(ldon)d=3.42a=118.9 | GLY605(ldon)d=2.93a=133.7 | GLY605(ldon)d=3.51a=112.9,True
phase2_7CHM_LIG_142416383,-8.496,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.28a=150.6,True
phase2_7CHM_LIG_142436060,-8.476,7,1,6,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.28a=152.5 | GLU603(ldon)d=3.07a=113.3 | GLU603(ldon)d=3.24a=117.6 | GLY605(ldon)d=3.08a=141.1 | GLY605(ldon)d=3.47a=107.7 | GLY605(ldon)d=3.16a=133.2 | GLY605(ldon)d=3.35a=106.8,True
phase2_7CHN_LIG_155118972,-8.448,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.21a=147.2 | GLU603(ldon)d=3.18a=137.0 | GLY605(ldon)d=3.39a=109.7,True
phase2_7CIL_LIG_157996794,-8.383,0,0,0,0,0,0,0,[],,False
phase2_7CHM_LIG_142416325,-8.381,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.21a=148.9 | GLU603(ldon)d=3.16a=143.8 | GLY605(ldon)d=3.06a=165.6 | GLY605(ldon)d=3.65a=110.1,True
phase2_7CHM_LIG_118286449,-8.35,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.22a=151.7 | GLY605(ldon)d=3.42a=118.3,True
phase2_7CIL_LIG_127046342,-8.333,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.00a=164.5 | GLY605(ldon)d=3.85a=130.1,True
phase2_7CIL_LIG_142416376,-8.311,2,1,1,0,0,0,0,[605],GLY605(pdon)d=4.07a=131.8 | GLY605(ldon)d=3.69a=126.3,True
phase2_7CHN_LIG_155119023,-8.311,5,1,4,0,0,0,0,[605],GLY605(pdon)d=3.26a=155.2 | GLY605(ldon)d=3.48a=119.2 | GLY605(ldon)d=2.97a=118.5 | GLY605(ldon)d=3.12a=117.1 | GLY605(ldon)d=3.10a=165.7,True
phase2_7CHM_LIG_142436016,-8.254,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.34a=155.2,True
phase2_7CHM_LIG_142436085,-8.082,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.28a=163.7 | GLY605(ldon)d=3.65a=154.2,True
phase2_7CIL_LIG_127048092,-8.062,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.04a=151.4,True
phase2_7CHN_LIG_155118969,-7.994,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=2.89a=158.7 | GLU603(ldon)d=3.99a=143.2,True
phase2_7CHM_LIG_155532159,-7.976,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.31a=157.5,True
phase2_7CIL_LIG_155022217,-7.976,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.16a=149.2 | GLY605(ldon)d=2.89a=148.9,True
phase2_7CIL_LIG_146851006,-7.97,2,0,2,0,0,0,0,[605],GLY605(ldon)d=3.19a=124.2 | GLY605(ldon)d=3.28a=143.2,True
phase2_7CIL_LIG_142416375,-7.961,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.21a=148.8 | GLU603(ldon)d=3.19a=145.2 | GLY605(ldon)d=3.09a=113.9,True
phase2_7CHT_LIG_141303240,-7.889,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.76a=151.6,True
phase2_7CIL_LIG_151591358,-7.855,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.86a=162.4 | GLU603(ldon)d=3.11a=139.3 | GLY605(ldon)d=3.71a=141.6 | GLY605(ldon)d=4.01a=120.8,True
phase2_7CIL_LIG_142416394,-7.837,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.15a=149.5 | GLY605(ldon)d=3.37a=103.4,True
phase2_7CHN_LIG_155118918,-7.83,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.48a=144.9 | GLU603(ldon)d=3.52a=142.5 | GLY605(ldon)d=3.21a=118.3 | GLY605(ldon)d=2.78a=116.8,True
phase2_7CHM_LIG_57382890,-7.815,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.22a=118.6,True
phase2_7CIL_LIG_155022147,-7.706,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.21a=149.1 | GLU603(ldon)d=3.20a=100.9 | GLY605(ldon)d=3.34a=149.8 | GLY605(ldon)d=3.90a=125.4,True
phase2_7CIL_LIG_155022106,-7.688,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.18a=152.4 | GLU603(ldon)d=3.10a=100.6 | GLY605(ldon)d=3.11a=146.0,True
phase2_7CIL_LIG_142416409,-7.647,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.26a=154.5,True
phase2_7CIL_LIG_127046344,-7.632,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.00a=157.8 | GLY605(ldon)d=3.26a=137.6,True
phase2_7CIL_LIG_142416408,-7.556,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.32a=147.3 | GLY605(ldon)d=3.11a=154.7,True
phase2_7CHN_LIG_145885842,-7.543,1,0,1,0,0,0,0,[605],GLY605(ldon)d=4.10a=129.9,True
phase2_7CIL_LIG_157996792,-7.521,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.56a=152.6 | GLY605(ldon)d=3.33a=129.1,True
phase2_7CIL_LIG_142416341,-7.489,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.17a=149.7 | GLY605(ldon)d=3.14a=170.3,True
phase2_7CIL_LIG_127046343,-7.469,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.30a=145.0,True
phase2_7CHM_LIG_146393630,-7.116,6,1,5,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.21a=146.3 | GLU603(ldon)d=3.13a=123.4 | GLU603(ldon)d=3.13a=117.2 | GLY605(ldon)d=3.00a=113.7 | GLY605(ldon)d=3.36a=117.6 | GLY605(ldon)d=3.34a=128.2,True
phase2_7CHM_LIG_146393701,-7.025,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.51a=152.6 | GLU603(ldon)d=3.15a=137.4 | GLY605(ldon)d=3.35a=137.6,True
phase2_7CHM_LIG_146393637,-6.956,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.21a=147.4 | GLU603(ldon)d=2.99a=126.5,True
phase2_7CHN_LIG_59442199,-6.531,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.21a=156.6,True
phase2_7CHN_LIG_59442331,-6.449,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.92a=145.4 | GLU603(ldon)d=2.79a=150.0 | GLU603(ldon)d=2.99a=109.0,True
phase2_7CHN_LIG_59442256,-6.195,0,0,0,0,0,0,0,[],,False
phase2_7CHT_LIG_59442463,-5.848,0,0,0,0,0,0,0,[],,False
phase2_7CHT_LIG_59442251,-5.775,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.16a=113.0,True
phase2_7CHT_LIG_59442153,-5.158,0,0,0,0,0,0,0,[],,False
phase2_7CHT_LIG_59442206,-4.96,0,0,0,0,0,0,0,[],,False
phase2_7CHN_LIG_59442381,-4.931,0,0,0,0,0,0,0,[],,False
phase2_7CHN_LIG_59442282,-4.924,0,0,0,0,0,0,0,[],,False
phase2_7CHN_LIG_59442320,-4.87,0,0,0,0,0,0,0,[],,False
phase2_7CHN_LIG_59442343,-4.834,0,0,0,0,0,0,0,[],,False
phase2_7CHT_LIG_59442269,-4.372,0,0,0,0,0,0,0,[],,False
