smiles,pIC50,IC50_nM,source,activity_type,chembl_id,MW,LogP,HBD,HBA
CCc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC[C@H](N)C3)n2)n1,9.43,0.3715352290971728,ChEMBL,Ki,CHEMBL3896312,400.49,2.76,1,8
Cc1nc2ccc(F)c(-c3cc4c([nH]3)[C@H](C)NC4=O)c2nc1NC1(C)CC1,9.4145392704915,0.385,ChEMBL_IC50,IC50,,365.41,3.84,3,4
Cc1nc2cccc(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC1(C)CC1,9.4089353929735,0.39,ChEMBL_IC50,IC50,,359.43,3.63,3,4
Cc1cncc(-c2cc3c(cn2)cnn3-c2ccc(CO)c(N3CCC[C@H](N)C3)n2)n1,9.4,0.3981071705534969,ChEMBL,Ki,CHEMBL3892885,416.49,2.0,2,9
Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CCCC(N)C(F)C1,9.4,0.3981071705534969,ChEMBL,Ki,CHEMBL3648675,465.51,2.92,3,8
C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4nccs4)nn23)C1,9.397940008672036,0.4,ChEMBL_IC50,IC50,,406.52,3.16,2,9
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@H]1OCCC#N,9.397940008672036,0.4,ChEMBL_IC50,IC50,,524.55,4.54,3,7
Cc1nc2cccc3c2nc1N[C@@H](C)CCC[C@H]1CNC(=O)c2cc-3[nH]c21,9.397940008672036,0.4,ChEMBL_IC50,IC50,,361.45,3.74,3,4
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(CO)CC1,9.397940008672036,0.4,ChEMBL_IC50,IC50,,363.42,2.16,4,5
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)[nH]c(N(C)C(C)(C)C)nc34)[nH]c21,9.397940008672036,0.4,ChEMBL_IC50,IC50,,365.44,2.96,3,4
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H]1C[C@H](N)C1,9.397940008672036,0.4,ChEMBL_IC50,IC50,,362.44,2.12,4,5
Nc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,9.397940008672036,0.4,ChEMBL_IC50,IC50,,430.49,3.93,3,6
Cc1nc2cccc3c2nc1NC[C@H](C)CC[C@H]1CNC(=O)c2cc-3[nH]c21,9.397940008672036,0.4,ChEMBL_IC50,IC50,,361.45,3.6,3,4
Cn1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)C3(CC3)NC4=O)cccc2c1=O,9.39040559077478,0.407,ChEMBL_IC50,IC50,,377.45,2.87,3,5
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C[C@@H]5CN(C)CCO5)c(NC(C)(C)C)nc34)[nH]c21,9.387216143280265,0.41,ChEMBL_IC50,IC50,,464.57,2.74,3,7
Cn1cc(-c2cc3c(-c4cccc(N5CC[C@@H](N)C5)n4)n[nH]c3cn2)cn1,9.37,0.42657951880159345,ChEMBL,Ki,CHEMBL3634757,360.42,1.96,2,7
C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1,9.366531544420411,0.43,ChEMBL_IC50,IC50,,418.48,3.24,2,8
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCNCC3)n2)n1,9.36,0.43651583224016655,ChEMBL,Ki,CHEMBL3960554,386.46,2.38,1,8
OCCCc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)n1,9.35,0.4466835921509635,ChEMBL,Ki,CHEMBL3910536,416.49,1.61,2,9
Cc1nc2cccc(-c3[nH]c4c(c3Cl)C(=O)NCC4)c2nc1NC(C)(C)C,9.342944147142896,0.454,ChEMBL_IC50,IC50,,383.88,4.08,3,4
Cc1nc2cccc(-c3cc4c([nH]3)C(CCO)NC4=O)c2nc1NC(C)(C)C,9.327902142064282,0.47,ChEMBL_IC50,IC50,,379.46,3.31,4,5
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@H]1OCCS(C)(=O)=O,9.327902142064282,0.47,ChEMBL_IC50,IC50,,577.63,3.67,3,8
CCn1cc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cn1,9.32,0.47863009232263803,ChEMBL,Ki,CHEMBL3634761,374.45,2.31,2,7
Cc1cncc(-c2cc3c(cnn3-c3cccc(N4CCCNCC4)n3)nn2)n1,9.32,0.47863009232263803,ChEMBL,Ki,CHEMBL4091687,387.45,1.78,1,9
Cn1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)[C@@H](CCO)NC4=O)cccc2c1=O,9.30102999566398,0.5,ChEMBL_IC50,IC50,,395.46,2.31,4,6
Cc1nc2cccc3c2nc1N[C@H](C)/C=C\C[C@H]1CNC(=O)c2cc-3[nH]c21,9.30102999566398,0.5,ChEMBL_IC50,IC50,,359.43,3.52,3,4
FC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,9.30102999566398,0.5,ChEMBL_IC50,IC50,,377.42,3.42,1,6
C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4ccc(S(C)(=O)=O)cc4F)nn23)C[C@@H](N)[C@@H]1O,9.30102999566398,0.5,ChEMBL_IC50,IC50,,511.58,2.22,3,10
N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,9.30102999566398,0.5,ChEMBL_IC50,IC50,,421.46,3.74,2,7
C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4Cl)nn23)C1,9.30102999566398,0.5,ChEMBL_IC50,IC50,,434.94,3.76,2,8
Cc1nc2cccc3c2nc1NC/C=C/C[C@H]1CNC(=O)c2cc-3[nH]c21,9.30102999566398,0.5,ChEMBL_IC50,IC50,,345.41,3.13,3,4
N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4cc(C(=O)NC5CC5)ccc4F)nn23)C1,9.30102999566398,0.5,ChEMBL_IC50,IC50,,486.56,3.49,3,8
C[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@@H](N)[C@H]1O,9.30102999566398,0.5,ChEMBL_IC50,IC50,,451.48,2.96,3,8
Cc1nc2ccc(F)c(-c3cc4c([nH]3)CNC4=O)c2nc1NC(C)(C)C,9.300162274132754,0.501,ChEMBL_IC50,IC50,,353.4,3.53,3,4
c1cncc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)c1,9.3,0.5011872336272715,ChEMBL,Ki,CHEMBL3634781,357.42,2.49,2,6
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC[C@H](N)C3)n2)n1,9.3,0.5011872336272715,ChEMBL,Ki,CHEMBL3935096,386.46,2.51,1,8
Cc1nc2ccc(F)c(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC(C)(C)C,9.2839966563652,0.52,ChEMBL_IC50,IC50,,379.44,4.02,3,4
O=C(Nc1c[nH]c2ccc(-c3c(F)cccc3F)nc12)c1cnn2ccc(NCC3CCNCC3)nc12,9.28,0.5248074602497733,ChEMBL,Ki,CHEMBL2387473,502.53,4.21,4,7
Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](CO)NC4=O)c2nc1NC1(C)CC1,9.275724130399212,0.53,ChEMBL_IC50,IC50,,363.42,2.67,4,5
Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NC(C)(C)C,9.252588192113576,0.559,ChEMBL_IC50,IC50,,349.44,3.95,3,4
FC1CCNCC1c1cccc(-n2ncc3cnc(-c4cnn(CC(F)(F)F)c4)cc32)n1,9.25,0.5623413251903491,ChEMBL,Ki,CHEMBL3900425,445.42,3.66,1,7
Cc1nc2cccc(-c3cc4c([nH]3)CNC4=O)c2nc1NC1(C)CC1,9.244125144327509,0.57,ChEMBL_IC50,IC50,,333.4,3.14,3,4
Cc1nc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC[C@H](N)C3)n2)cnc1N,9.24,0.5754399373371566,ChEMBL,Ki,CHEMBL3906798,401.48,2.09,2,9
Cn1cc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cn1,9.24,0.5754399373371566,ChEMBL,Ki,CHEMBL3634770,360.42,1.83,2,7
Cc1nc2cccc(-c3[nH]c4c(c3Cl)C(=O)N[C@@H]4C)c2nc1NC1(C)CC1,9.22257317761069,0.599,ChEMBL_IC50,IC50,,381.87,4.36,3,4
NC(=O)c1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,9.221848749616356,0.6,ChEMBL_IC50,IC50,,458.5,3.45,3,6
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(N5CCCC5(C)C)nc34)[nH]c21,9.221848749616356,0.6,ChEMBL_IC50,IC50,,391.48,3.11,2,5
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C)CCCC1,9.221848749616356,0.6,ChEMBL_IC50,IC50,,375.48,3.96,3,4
CCN(c1cccnc1)c1ccc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,9.221848749616356,0.6,ChEMBL_IC50,IC50,,383.46,4.07,2,4
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(CC5COC5)c(NC(C)(C)C)nc34)[nH]c21,9.221848749616356,0.6,ChEMBL_IC50,IC50,,421.5,3.05,3,6
CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,9.221848749616356,0.6,ChEMBL_IC50,IC50,,508.58,3.72,3,7
C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4nccs4)nn23)C[C@@H](N)[C@@H]1O,9.221848749616356,0.6,ChEMBL_IC50,IC50,,422.52,2.14,3,10
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5CCC5)c(NC(C)(C)C)nc34)[nH]c21,9.221848749616356,0.6,ChEMBL_IC50,IC50,,405.5,4.13,3,5
CO[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H]1C,9.207608310501746,0.62,ChEMBL_IC50,IC50,,473.55,4.17,3,7
Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](OCCC#N)[C@@H](C)C3)ccc2F)c(F)c1,9.200659450546418,0.63,ChEMBL_IC50,IC50,,523.56,5.26,2,6
FC(F)(F)CNc1nnc(-c2ccc3[nH]cc(-c4nccc(C5CC5)n4)c3c2)o1,9.195179321278838,0.638,ChEMBL_IC50,IC50,,400.36,4.53,2,6
O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(OCC3CCNCC3)nc12,9.19,0.6456542290346563,ChEMBL,Ki,CHEMBL2387475,503.51,4.18,3,7
COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H]1C,9.187086643357144,0.65,ChEMBL_IC50,IC50,,529.52,2.9,4,8
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNC[C@H]3C)n2)n1,9.18,0.6606934480075964,ChEMBL,Ki,CHEMBL4112816,386.46,2.38,1,8
Nc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCNCC3)n2)n1,9.18,0.6606934480075964,ChEMBL,Ki,CHEMBL3961692,387.45,1.65,2,9
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5CCOCC5)c(NC(C)(C)C)nc34)[nH]c21,9.173277479831007,0.671,ChEMBL_IC50,IC50,,435.53,3.76,3,6
CCc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)n1,9.17,0.6760829753919819,ChEMBL,Ki,CHEMBL3946970,386.46,2.24,1,8
CS[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,9.167491087293763,0.68,ChEMBL_IC50,IC50,,486.56,5.39,2,5
CN(c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1)C(C)(C)C,9.154901959985745,0.7,ChEMBL_IC50,IC50,,349.44,3.15,2,4
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC(C)C,9.154901959985745,0.7,ChEMBL_IC50,IC50,,349.44,3.29,3,4
O=C1NCCc2[nH]c(-c3cccc4ccc(Nc5cccnc5)nc34)cc21,9.154901959985745,0.7,ChEMBL_IC50,IC50,,355.4,3.65,3,4
Oc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,9.154901959985745,0.7,ChEMBL_IC50,IC50,,431.47,4.05,3,6
CC[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5CC5)c(NC(C)(C)C)nc34)[nH]c21,9.154901959985745,0.7,ChEMBL_IC50,IC50,,405.5,4.13,3,5
CC(c1cn(C)cn1)n1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)[C@@H](C)NC4=O)cccc2c1=O,9.154901959985745,0.7,ChEMBL_IC50,IC50,,459.55,3.75,3,7
Cc1cncc(-c2cc3c(cnn3-c3cccc(N4CCNCC4)n3)nn2)n1,9.15,0.7079457843841374,ChEMBL,Ki,CHEMBL3970953,373.42,1.39,1,9
Cn1cc(-c2cc3c(-c4cccc(N5CCC[C@@H](N)C5)n4)n[nH]c3cn2)cn1,9.14,0.7244359600749891,ChEMBL,Ki,CHEMBL3634756,374.45,2.35,2,7
Cc1cncc(-c2cc3c(cn2)cnn3-c2cnc(C)c(N3CCC[C@H](N)C3)n2)n1,9.14,0.7244359600749891,ChEMBL,Ki,CHEMBL3935018,401.48,2.21,1,9
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(F)CCOCC4)cc3F)n2)C[C@@H](N)[C@H]1OCCC#N,9.130768280269024,0.74,ChEMBL_IC50,IC50,,611.64,5.93,2,7
CC(C)NC(=O)c1ccc(F)c(-c2ccc(N)c(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](OCCC#N)[C@@H](C)C3)n2)c1,9.130768280269024,0.74,ChEMBL_IC50,IC50,,573.67,4.4,4,8
C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1N=[N+]=[N-],9.130768280269024,0.74,ChEMBL_IC50,IC50,,482.47,4.28,2,6
Cc1nc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCNCC3)n2)cnc1N,9.13,0.7413102413009162,ChEMBL,Ki,CHEMBL3959091,401.48,1.96,2,9
N[C@H]1CCC[C@@H]1Oc1cncc(-c2cc3c(cn2)cnn3-c2ccccn2)n1,9.13,0.7413102413009162,ChEMBL,Ki,CHEMBL3963170,373.42,2.53,1,8
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@H]1n1ccnn1,9.113509274827518,0.77,ChEMBL_IC50,IC50,,522.54,4.07,3,8
C[C@H]1CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H](N)[C@H]1n1ccnn1,9.113509274827518,0.77,ChEMBL_IC50,IC50,,511.56,2.93,3,10
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H](N)[C@H]1OCCS(C)(=O)=O,9.10790539730952,0.78,ChEMBL_IC50,IC50,,565.67,3.59,3,9
C[C@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,9.102372908709558,0.79,ChEMBL_IC50,IC50,,435.48,3.99,2,7
CO[C@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC(C)C)cc3F)n2)C[C@@H]1C,9.102372908709558,0.79,ChEMBL_IC50,IC50,,528.58,5.46,2,6
COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC(C)C)cc3F)n2)C[C@@H]1C,9.102372908709558,0.79,ChEMBL_IC50,IC50,,572.59,4.11,3,8
CC1(C)CCN1c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,9.096910013008056,0.8,ChEMBL_IC50,IC50,,347.42,2.9,2,4
CC1(C)CCCN1c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,9.096910013008056,0.8,ChEMBL_IC50,IC50,,361.45,3.29,2,4
Cc1nc2nccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,9.096910013008056,0.8,ChEMBL_IC50,IC50,,350.43,2.82,3,5
CC[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21,9.096910013008056,0.8,ChEMBL_IC50,IC50,,379.46,3.33,3,5
COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(O)CCC4)cc3F)n2)C[C@@H]1C,9.09151498112135,0.81,ChEMBL_IC50,IC50,,584.6,3.69,4,8
NCCOc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)n1,9.09,0.8128305161640995,ChEMBL,Ki,CHEMBL3960453,417.48,1.02,2,10
COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C)cc3F)n2)C[C@@H]1C,9.086186147616283,0.82,ChEMBL_IC50,IC50,,528.54,3.63,3,7
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21,9.083019952679615,0.826,ChEMBL_IC50,IC50,,365.44,2.94,3,5
COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H]1C,9.080921907623926,0.83,ChEMBL_IC50,IC50,,517.56,2.83,4,9
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C(C)(C)C)c(NC(C)(C)C)nc34)[nH]c21,9.080921907623926,0.83,ChEMBL_IC50,IC50,,407.52,4.16,3,5
C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1N,9.065501548756432,0.86,ChEMBL_IC50,IC50,,456.47,2.92,3,6
C[C@@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21,9.063486257521106,0.864,ChEMBL_IC50,IC50,,365.44,2.94,3,5
Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3N3C[C@@H](N)[C@@H](n4ccnn4)[C@@H](C)C3)ccc2F)c(F)c1,9.060480747381382,0.87,ChEMBL_IC50,IC50,,522.54,3.74,2,8
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNC[C@@H]3C)n2)n1,9.06,0.8709635899560796,ChEMBL,Ki,CHEMBL3949274,386.46,2.38,1,8
Cc1nc2cccc(-c3[nH]c4c(c3Br)C(=O)NCC4)c2nc1NC(C)(C)C,9.058488567365597,0.874,ChEMBL_IC50,IC50,,428.33,4.19,3,4
Cc1nc2cccc(-c3cc4c([nH]3)CNC4=O)c2nc1NC(C)(C)C,9.05453141486818,0.882,ChEMBL_IC50,IC50,,335.41,3.39,3,4
COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,9.050609993355089,0.89,ChEMBL_IC50,IC50,,514.51,3.32,3,7
O=c1[nH]c(CN2CC[C@H](O)C2)nc2c1sc1ccc(/C=C/C3CC3)cc12,9.05,0.8912509381337441,ChEMBL,Ki,CHEMBL573463,367.47,3.13,2,5
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)n1,9.05,0.8912509381337441,ChEMBL,Ki,CHEMBL3944062,372.44,1.99,1,8
O=C1NCCc2[nH]c(-c3c(F)ccc4ccc(Nc5cccnc5)nc34)cc21,9.045757490560677,0.9,ChEMBL_IC50,IC50,,373.39,3.79,3,4
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)CO)nc34)[nH]c21,9.045757490560677,0.9,ChEMBL_IC50,IC50,,381.44,1.92,4,6
CCC1CNC(=O)c2cc(-c3cccc4cc(C)c(Nc5ccccc5)nc34)[nH]c21,9.045757490560677,0.9,ChEMBL_IC50,IC50,,396.49,5.52,3,3
CO[C@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H]1C,9.045757490560677,0.9,ChEMBL_IC50,IC50,,485.51,4.25,3,6
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC1(C)CC1,9.044793462458058,0.902,ChEMBL_IC50,IC50,,361.45,3.43,3,4
COCCOCCn1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)[C@@H](C)NC4=O)cccc2c1=O,9.03763066432998,0.917,ChEMBL_IC50,IC50,,453.54,3.07,3,7
Cc1nc2cccc(-c3cc4n(c3)CCNC4=O)c2nc1NC1(C)CC1,9.017276612331454,0.961,ChEMBL_IC50,IC50,,347.42,3.11,2,5
c1cc(N2CCCNCC2)nc(-n2ncc3cnc(-c4cnn(C5CC5)c4)cc32)c1,9.01,0.9772372209558111,ChEMBL,Ki,CHEMBL3984183,400.49,2.81,1,8
COc1ncc(-n2ncc3cnc(-c4cncc(C)n4)cc32)nc1N1CCC[C@H](N)C1,9.01,0.9772372209558111,ChEMBL,Ki,CHEMBL3897912,417.48,1.91,1,10
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(OC3CCCC(N)C3)n2)n1,9.01,0.9772372209558111,ChEMBL,Ki,CHEMBL3924903,401.47,3.23,1,8
Nc1nnc(-c2ccc3[nH]cc(-c4nccc(C5CC5)n4)c3c2)o1,9.007004901568658,0.984,ChEMBL_IC50,IC50,,318.34,3.13,2,6
Nc1ccc(-c2ccccc2Cl)nc1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,9.0,1.0,ChEMBL,Ki,CHEMBL3103866,422.92,3.56,3,6
Cc1nc2cccc3c2nc1NC/C=C/C[C@@H]1CNC(=O)c2cc-3[nH]c21,9.0,1.0,ChEMBL_IC50,IC50,,345.41,3.13,3,4
Cc1nc2cccc3c2nc1NC/C=C\C[C@@H]1CNC(=O)c2cc-3[nH]c21,9.0,1.0,ChEMBL_IC50,IC50,,345.41,3.13,3,4
FC(F)(F)Cn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCNCC3)n2)cn1,9.0,1.0,ChEMBL,Ki,CHEMBL3972050,442.45,3.04,1,8
Nc1cc(F)c(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1[C@H]1C[C@@H](N)C[C@@H](C(F)(F)F)C1,9.0,1.0,ChEMBL_IC50,IC50,,509.45,5.17,3,5
Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1O[C@H]1CCNC1,9.0,1.0,ChEMBL_IC50,IC50,,417.44,3.06,3,7
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(N(C)C(C)(C)C)nc34)[nH]c21,9.0,1.0,ChEMBL_IC50,IC50,,379.46,2.97,2,5
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H]1C[C@@H](NCCF)C1,9.0,1.0,ChEMBL_IC50,IC50,,408.48,2.72,4,5
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CCO,9.0,1.0,ChEMBL_IC50,IC50,,379.46,2.79,4,5
Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1[C@H]1C[C@@H](N)C[C@@H](C(F)(F)F)C1,9.0,1.0,ChEMBL_IC50,IC50,,491.46,5.03,3,5
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)ccc(O)c3F)n2)C1,9.0,1.0,ChEMBL_IC50,IC50,,456.47,4.75,3,5
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(O)cc3F)n2)C1,9.0,1.0,ChEMBL_IC50,IC50,,456.47,4.75,3,5
Nc1cc(F)c(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1[C@@H]1CCC[C@H](N)C1,9.0,1.0,ChEMBL_IC50,IC50,,441.46,4.38,3,5
C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(O)cc3F)n2)C[C@@H](N)[C@@H]1O,9.0,1.0,ChEMBL_IC50,IC50,,473.46,2.66,4,7
C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](O)[C@@H]1O,9.0,1.0,ChEMBL_IC50,IC50,,458.44,2.99,3,6
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H](N)[C@H]1OCCC#N,9.0,1.0,ChEMBL_IC50,IC50,,512.59,4.46,3,8
COc1cccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)c1Cl,9.0,1.0,ChEMBL_IC50,IC50,,402.85,4.97,2,6
Fc1cccc(F)c1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,9.0,1.0,ChEMBL_IC50,IC50,,374.35,4.59,2,5
C[C@H]1CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@@H]1O,9.0,1.0,ChEMBL_IC50,IC50,,472.47,2.54,4,7
C[C@@H]1CC[C@@H](N)CN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,9.0,1.0,ChEMBL_IC50,IC50,,435.48,4.13,2,7
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](O)[C@@H]1O,9.0,1.0,ChEMBL_IC50,IC50,,472.47,3.63,4,6
CNC(=O)c1cccc2c1nc(Nc1ccccc1Cl)c1ccncc12,9.0,1.0,ChEMBL_IC50,IC50,,362.82,4.54,2,4
C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@@H]1O,9.0,1.0,ChEMBL_IC50,IC50,,457.46,2.96,3,6
Nc1ccc(-c2ccccc2F)nc1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,9.0,1.0,ChEMBL,Ki,CHEMBL3103867,406.47,3.04,3,6
CSc1ncc2ccc3c(C(N)=O)cn([C@H]4CC[C@@H](N)CC4)c3c2n1,9.0,1.0,ChEMBL_IC50,IC50,,355.47,2.85,2,6
C[C@H]1CC[C@H](N)CN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,9.0,1.0,ChEMBL_IC50,IC50,,435.48,4.13,2,7
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(OC5(C)CC5)nc34)[nH]c21,8.995678626217357,1.01,ChEMBL_IC50,IC50,,364.41,2.66,2,5
