smiles,mps1_pIC50,aurora_pIC50,herg_pIC50
O=C(NC1CC1)c1cc(NCc2cnc(Nc3ccccn3)s2)c(F)cc1F,,,4.78
CC(=O)NCCc1cc(F)ccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,,,4.64
Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(NC4CCCCC4)c23)cn1,,,6.21
CCN1CCOc2c1c(NCC1CC1)nn1c(-c3cccc(OC(F)(F)F)c3)nnc21,6.259637310505756,,
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C)CCCCC1,8.823908740944319,,
NC(=O)c1cc(Cl)c2c(Cl)c(I)n(CC3CCNC3)c2n1,7.638272163982407,,
CN1CCC[C@@H](c2nc3ccccc3n2Cc2ccccn2)C1,,,4.99
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CCCCC1O,8.346787486224656,,
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,5.0,,
NCCCOc1ccncc1NC(=O)c1csc(-c2c(F)cccc2F)n1,7.345823458122039,,
Cc1ccc2c(-c3nnc(SCCCN4CCc5c(Cl)cc6oc(C)nc6c5CC4)n3C)cccc2n1,,,5.8
Nc1ncc(-c2ncccc2C(F)(F)F)nc1C(=O)Nc1ncccc1N1CCC(N)CC1,5.0,,
CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2ccccc2)cc1,,,6.37
COc1cc2c(cc1O)[C@@H]1Cc3sc(CCCl)cc3CN1CC2,,7.78,
Cc1ccc2c(-c3nnc(SCCCN4CCc5nc6ccc(C(F)(F)F)cn6c5CC4)n3C)cccc2n1,,,5.3
CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN(CCC)CCc3ccc(O)c4[nH]c(=O)ccc34)cc2OC)nn1,,5.34,
C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc(F)c(-c3c(F)cc(OC4CCOCC4)cc3F)n2)C1,7.0,,
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNC(C)C3)n2)n1,8.75,,
Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(N4CCNCC4)n3)c2c1,7.5376020021010435,,
Cc1cc(Oc2ncnc3occc23)ccc1-c1c(C)ncc(=O)n1C,,6.71,
CC(C)Nc1nnc(-c2ccc3[nH]cc(-c4ncc(F)c(C5CC5)n4)c3c2)o1,8.557520230935552,,
COc1ccc2cccc(Oc3ccc4nc(C)n(C[C@H]5CCCN(C(C)C)C5)c(=O)c4n3)c2n1,,,4.87
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Cl)cc2o1,,,8.44
O=C(O)c1cc(CN2CCN(c3ccc(Br)cc3)CC2)c2ccccn2c1=O,,,5.68
CCOc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1F,7.619788758288394,,
N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3cncc(Br)c3)C2=O)cc1,,,5.22
CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(F)cc3)CC1=O)C2,,,5.09
C[C@H]1CN(c2ccncc2NCc2ccc(F)c(-c3c(F)cc(CN4CC[C@H](O)C4)cc3F)n2)C[C@@H](N)[C@@H]1O,7.0,,
CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3cccnc3)CC2)c1,,,4.96
O=C1NCCc2[nH]c(-c3cccc4ccc(Oc5c(F)cccc5Cl)nc34)cc21,8.065501548756432,,
CC1(C)CCCCN1c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,8.638272163982407,,
CCOc1cc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1C#N,,,6.17
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1S(C)(=O)=O,8.522878745280337,,
Nc1nccnc1C(=O)Nc1cnccc1N1CCCCC1,5.8,,
CSc1ncc2ccc3c(C(N)=O)cn(CC(C)(C)CN)c3c2n1,7.468521082957745,,
Cc1cncc(-c2cc3c(cn2)cnn3-c2ccc(C)c(N3CCC[C@H](N)C3)n2)n1,9.85,,
COc1cc(-c2cn(CC(=O)N(CC(F)(F)F)c3cccc4ccccc34)nn2)ccc1-n1cnc(C)c1,,,6.1
Cc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1,,,6.03
NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c(F)c1,,,5.85
COc1cc2c(cc1O)C(c1ccccc1Cl)CNCC2,,6.83,
C[C@H]1CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H](N)[C@H]1n1ccnn1,9.113509274827518,,
O=C1NCCc2[nH]c(-c3cccc4ccc(OCc5ccccc5)nc34)cc21,7.007004901568658,,
CCCCOc1c(O)ccc2c1CN1CCc3cc(OC)c(O)cc3[C@@H]1C2,,7.96,
O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc2cccnc12)C1CC1,,,4.54
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(CCO)cc(C(F)(F)F)c2)CC1,,,6.05
COC(=O)N(C)[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,8.97061622231479,,
O=C1NCCc2[nH]c(-c3cccc4ccc(Oc5c(F)cccc5F)nc34)cc21,8.327902142064282,,
CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,,,5.41
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccccc2)cn1,,,7.58
Cc1ncc(-c2c(C)c(CN[C@H]3CC[C@@H](F)C3)nn2-c2ncccc2Cl)cc1F,,,4.39
CC(C)(C)CCN1CC[C@@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,,,5.52
CC(C)c1ccc(/C=C2\SC(=O)NC2=O)cc1,4.0,,
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)C4CCOC4)cnc23)C1,6.259637310505756,,
O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccnc2)c2cccc(F)c12)C1CC1,,,6.47
CS(=O)(=O)c1cc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1C#N,,,5.33
Cc1nc2cccc(-c3cc4c(=O)[nH]nc(C)c4[nH]3)c2nc1NC(C)(C)C,7.801342913045577,,
COC1CCN(Cc2cnc3c(C(=O)Nc4cnccc4N4C[C@@H](N)C[C@@H](C(F)(F)F)C4)c(N)oc3c2)CC1,7.259637310505756,,
CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,,,4.7
CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4nnc(N5CC[C@H](N)C5)s4)cc23)n1,7.605548319173784,,
CC(C)NC(=O)NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,,,4.58
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,,6.12,
COc1ncc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(OCC(F)(F)F)nc2)cn1,,,4.9
Cc1ccc(CN2CCN(C3=Nc4cc(Cl)ccc4Nc4ccccc43)CC2)c(C)c1,,6.32,
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(OC5(C)CC5)nc34)[nH]c21,8.995678626217357,,
NC(=O)c1cc(Cl)c2c(Cl)c(C3CC3)n(C3CCCNC3)c2n1,7.886056647693163,,
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3cn[nH]c3)cc(C(F)(F)F)c2)CC1,,,6.3
CC(C)Nc1cncc(-c2c[nH]c3ccc(-c4nc(N)no4)cc23)n1,7.230032198670558,,
CN(C)CCC1=C(Cc2cnccn2)c2ccc(Cl)cc2C1,,,6.96
C[C@H]1COCCN1c1ccnc(-c2c[nH]c3ccc(-c4nnc(N)o4)cc23)n1,8.971022294791222,,
O=C1CN(CCc2ccc(F)cc2)CCN1[C@H]1CCc2cc(CN3CCOCC3)ccc2C1,,,4.96
CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1,,,4.96
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,,6.52,
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6ncoc6cc5CC4)n3C)cccc2n1,,,5.4
CC(C)c1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC[C@H](N)C3)n2)c1,8.71,,
NC(=O)c1c(-c2ccccc2)[nH]c2c1ccc1cnc(N)nc12,5.0,,
Cn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCNCC3)n2)cn1,8.3,,
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@H]4C)cnc23)C1,7.0,,
O=C1NCCc2[nH]c(-c3cccc4ccc(Nc5cccc(F)c5)nc34)cc21,8.113509274827518,,
Cc1cccnc1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1,,,6.39
C[C@@H]1CCCN1CCCOc1ccc(-c2cn[nH]c(=O)c2)cc1,,,5.02
NCCNc1ccn2ncc(-c3ccc4cn[nH]c4c3)c2n1,7.619788758288394,,
O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccc(Cl)c(Cl)c1,,,6.1
CN1CCc2ccccc2Cc2ccn(C)c2CC1,,7.21,
Cc1cc(-c2ccncc2NC(=O)c2nc(-c3nccs3)ccc2N)nc(N)n1,8.523,,
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(CC5CC5)c(NC(C)(C)C)nc34)[nH]c21,10.096910013008056,,
CC(C)Nc1nnc(-c2ccc3[nH]cc(-c4nc(C5CC5)n[nH]4)c3c2)o1,6.416597166911639,,
Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,,5.82,5.49
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,5.0,,
Fc1ccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)cc1,,,5.05
CCc1cccnc1Oc1ccc(-c2c(C)c(=O)[nH]c(=O)n2C)cc1,,7.28,
Cn1cc(-c2cnc3ccc4ccc(NS(N)(=O)=O)cc4c(=O)c3c2)cn1,,,5.37
Cc1nc(N2CCOCC2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,,,5.29
O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cccc(Cl)c1Cl)C1CC1,,,6.17
c1cc(-c2nnc[nH]2)c2nc(NC3CC3)c3ccsc3c2c1,7.602059991327963,,
CC(C)c1cnc2ccc(C(=O)Nc3cnccc3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)nc2c1,7.0,,
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc3ccc(N4CCC4)cc3n2)C1,7.0,,
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC(F)C4)cnc23)C1,6.259637310505756,,
Cn1c(-c2ccc(N3CCNCC3)cc2)cc2c(Cl)ccnc21,4.523,,
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1S(=O)(=O)CCO,8.448550002027124,,
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC5(CCOCC5)C4)cnc23)C1,7.0,,
CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1C#N,,,5.5
C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc(F)c(-c3c(F)cc(N4CCCC(F)C4)cc3F)n2)C1,7.0,,
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC5(C)CC5)nc34)[nH]c21,9.438898616350944,,
Cc1cnc(Nc2cc(N3CCN(C)CC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1,,,4.89
CCOc1c(O)ccc2c1CN1CCc3cc(OC)c(O)cc3[C@@H]1C2,,8.28,
NCC(O)COc1ccccc1C(=O)CCc1ccccc1,,,4.36
CN(CCO)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,,,6.94
C[C@H]1CN(c2ccncc2NCc2ccc3ccc(-c4ccn5ccnc5c4)cc3n2)C[C@@H](N)[C@@H]1O,6.259637310505756,,
CCC(Sc1nc2c(cnn2-c2cccc(F)c2)c(=O)[nH]1)C(N)=O,4.0,,
N#Cc1ccc2[nH]c([C@H]3CC[C@]4(CC3)CN(c3ccc(F)cc3)C(=O)O4)nc2c1,,,5.8
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1-c1ccc(N)cc1Cl,7.476253533188435,,
CC1COCC(C)N1S(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1,,,5.93
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Br)c3ccccc32)CC1,,7.8,
COc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,7.520280764560429,,
Oc1ccc2c(c1)CCCNCCc1ccccc1C2,,6.54,
CN1CCCCC1c1c(-c2ccccc2)[nH]c2ccccc12,,,5.16
Cc1ccc2c(N3CCN(CCc4cccc5c4ccc(=O)n5C)[C@@H](C)C3)cccc2n1,,,5.3
O[C@@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4nccs4)nn23)C1,6.0,,
COc1nccnc1N1C(=O)N(c2ccc(-c3ccc(C(=O)O)cc3C)cc2)C(=O)C12CCN(Cc1ncccc1C)CC2,,,5.85
C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1N,9.065501548756432,,
COC(=O)c1coc(CN2CCN(C(=O)CC(c3ccc(F)cc3)c3ccc(Br)cc3)CC2)n1,,,5.65
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCC4(CNC4)C3)n2)n1,8.83,,
CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4nnc(N)o4)cc23)c1,6.414606958022909,,
COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)nc3)ccnc2cc1OCCCN1CCOCC1,4.602,,
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccn3ncc(-c4c(F)cc(CO)cc4F)c3n2)C1,7.0,,
COc1ccccc1CC(c1ccc(F)cc1)N1CCNCC1,,,4.8
Cc1ccc(Oc2ccc(Nc3nccc(N)n3)cc2)cc1,,,5.96
COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(F)ccc21,,,5.75
Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(N4CCCCC4)n3)c2c1,5.522878745280337,,
Nc1ccc(-c2ccsc2)cc1N,,,5.82
Cc1nc2nc(N3CCN4CCC3CC4)oc2cc1Cl,,,4.79
FC(F)(F)Oc1cccc(-c2nnc3c4c(c(N5CCCCC5)nn23)OCCO4)c1,6.259637310505756,,
O=S(=O)(c1ccccc1)c1ccc(/C=C/c2ccc(F)cc2F)cc1,,,5.36
Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](O)[C@@H](C)C3)ccc2F)c1,8.096910013008056,,
O=C(CC1CNC(=O)c2cc(-c3cccc(C(F)(F)F)c3)cn21)NCc1cccc(F)c1,5.441291429466834,,
Cc1ccc2c(-c3nnc(SCCCN4CCc5nc6ccccn6c5CC4)n3C)cccc2n1,,,5.6
c1c[nH]c(-c2ccc(OCCCN3CCCCC3)cc2)n1,,,5.0
CNC(C)c1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,,,6.11
Fc1cccc2c(-c3nc(CN4CCCC4)cs3)cn(CC3CCOCC3)c12,,,5.8
Cc1cccc(N2CCN(CCCCCCN3CCN(c4ccccc4)CC3)CC2)c1,,,5.42
CC(C)(CN)COc1ccc(F)c2ccc(-c3nnc4ccccn34)nc12,5.0,,
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,,6.81,5.73
Cc1c(-c2ccc(Oc3ncnc4occc34)cc2)n(C)c(=O)[nH]c1=O,,6.85,
Cc1cccc(Nc2nc(NC3CNC3)ncc2C(N)=O)c1,,,5.8
Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3ccncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,,,4.66
OCC(O)c1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)n1,8.33,,
CCC(CC)NC(=O)CCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1,,,5.5
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC5CC(C4)O5)cnc23)C1,7.0,,
Nc1ccc(-c2ccncc2NC(=O)c2nc(-c3ccccc3F)ccc2N)cn1,6.8,,
Cc1nc(C)c(-c2nnc(SCCCN3CCC4CC4(c4ccc(C(F)(F)F)cc4)CC3)n2C)s1,,,6.2
Cc1cncc2c1CN[C@@H]1CCc3cc(O)c(O)cc3[C@@H]21,,5.96,
CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1F,,,4.6
O=C1NC(=O)C(c2nn(CCCN3CCCC3)c3ccccc23)=C1c1cn(-c2ccc3ccccc3c2)c2ccccc12,,,7.96
Clc1ccc2c(c1)N=C(N1CCN(Cc3cccc4c3OCO4)CC1)c1ccccc1N2,,6.2,
Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(NC4CCCNC4)n3)c2c1,7.823908740944319,,
Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c3nc(N)ccc23)c1,,,5.37
COc1ccncc1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1,7.0,,
Cc1nc2ccc(Oc3ccc(F)c4cccnc34)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,,,6.89
Cc1ncoc1-c1nnc(SCCCN2CCC3(CCc4c(Br)cccc43)C2)n1C,,,6.2
CN1CCN(C2=Nc3cc(Cl)ccc3N(N)c3ccccc32)CC1,,6.55,
COCCOc1ccc2nnc(-c3ccc4cccc(OCC5(F)CCNCC5)c4n3)n2c1,6.0,,
Cc1cc(Oc2nccc(C)c2C#N)ccc1-c1c(C)c(=O)[nH]c(=O)n1C,,7.34,
N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2cccc(-c3c(F)cc(O)cc3F)n2)C1,8.397940008672037,,
COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,,,5.84
COc1cc(-c2cn(Cc3ccccc3F)nn2)ccc1-n1cnc(C)c1,,,5.6
Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,5.0,,
C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CC[C@H]3O)C1,7.0,,
CCCCCCOc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OCC)c3CN1CC2,,7.96,
COCCOc1c(O)cc(Br)c2c1CN1CCc3cc(OC)c(O)cc3[C@@H]1C2,,8.38,
Cc1cnc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccs4)n2C)CC3)o1,,,6.5
COc1cc(N2CC3CNCC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,,,5.28
C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(Cc5cn(C)cn5)c(NC(C)(C)C)nc34)[nH]c21,9.795880017344077,,
Clc1cccc(N2CCN(CCc3cn(-c4ccn5nccc5c4)nn3)CC2)c1Cl,,6.92,
CCC(O)(c1cn(Cc2ccc3c(-c4ccccc4)c(C(C)=O)sc3c2)nn1)C(F)(F)F,,,5.36
Cc1cccc(Nc2nc(N3CCNCC3)nc3c(C)nn(CCOCC(F)(F)F)c23)n1,,,6.25
C[S+]([O-])c1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3CCC[C@H](N)C3)CC[C@@H]4O)ccc2F)c(F)c1,6.259637310505756,,
O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccncc1)c1ccc(Cl)cc1,,,5.77
CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,5.0,,
CCO[C@@H]1[C@H](C)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C)cc3F)n2)C[C@@H]1N,5.832316476032674,,
O=c1[nH]c(COc2cccc(O)c2)nc2c1sc1ccc(Cl)cc12,6.39,,
NCCC1CNC(=O)c2cc(-c3cccc(Cl)c3)c(-c3ccccc3)n21,6.931814138253839,,
Cn1c(I)c(Cl)c2c(Cl)cc(C(N)=O)nc21,6.1938200260161125,,
Cc1ccc2c(N3CCN(CCc4c(Cl)ccc5c4ccc(=O)n5C)CC3)cccc2n1,,,5.3
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC[C@@H](O)C3)n2)n1,8.57,,
Nc1nnc(-c2ccc3[nH]cc(-c4cncc(C5CC5)n4)c3c2)o1,8.314347815884476,,
N#Cc1ccc2c(=O)cc(C(=O)NC3CCN(Cc4ccc5c(c4)OCO5)CC3)oc2c1,,,8.3
Fc1ccc2nnc(-c3ccc4cccc(OC5CCNCCC5F)c4n3)n2c1,6.3569423162485466,,
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,,6.17,5.62
C[C@H]1CN(c2ccncc2NC(=O)c2ccc3occ(C4CC4)c3n2)C[C@@H](N)[C@@H]1O,7.0,,
N[C@H]1CCC[C@@H](Nc2ccc3cccc(-c4cc5c([nH]4)CCNC5=O)c3n2)C1,7.645891560852599,,
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC(C#N)CC4)cnc23)C1,6.259637310505756,,
N#Cc1cc(N2CCN(CCN3Cc4ccccc4C3)C2=O)ccc1F,,,5.0
c1ccc2cc(CO[C@H]3CCNC3)ccc2c1,,,4.8
O=C1NCCc2[nH]c(-c3cccc4ccc(-c5c(F)cccc5F)nc34)cc21,7.036684488613889,,
COCCN(C)C(c1ccccc1)C(O)(c1cccnc1)c1cccnc1,,,5.46
C[C@@H](O[C@H]1CCC(=O)N(C)[C@@H](C)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,5.17
CN1CCc2cc(O)ccc2Cc2ccc(O)cc2CC1,,8.7,
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Nc5ccccc5)c4)n[nH]c2-3)CC1,,,5.1
CCn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CC[C@H](N)C3)n2)cn1,7.96,,
COc1cc2c3c(c1O)-c1cc(N)ccc1CC3N(C)CC2,,6.52,
CC(=N)N1CCC(Oc2ccc(N(Cc3ccc4ccc(C(=N)N)cc4c3)S(C)(=O)=O)cc2)CC1,,,5.41
Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H]1C[C@@H](N)C1,9.521433504406156,,
CCN(C)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccc2NC(C)=O)cc1,,,4.92
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1OCCC#N,8.94692155651658,,
COc1cc(F)ccc1-c1cncc(CNC(C)C)c1,,,5.18
[C-]#[N+]c1c(C)ccnc1Oc1ccc(-c2c(C)c(=O)[nH]c(=O)n2C)c(C)c1,,7.34,
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1N=[N+]=[N-],8.02502800570193,,
N#Cc1cccc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,6.758951849328356,,
N[C@H]1CCN(c2c(Cl)cccc2/C=C2\SC(=O)NC2=O)C1,7.602059991327963,,
c1ccc(-c2[nH]c3ccccc3c2C2CCCNC2)cc1,,,5.31
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c(C)c1,,,5.38
COc1cc2c(cc1O)C(c1c(Cl)cccc1Cl)CN(C)CC2,,6.84,
Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](CCN)NC4=O)c2nc1NC(C)(C)C,9.522878745280336,,
Cc1c(Br)c(Br)c2c3c1nc(N1CCNCC1)n3CCC2,6.525492360883025,,
CCCC1NC(C)C2C(=O)N=C(c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)NN12,,,4.89
CCN1CCC2(C=C(c3ccc(C(=O)N(CC)CC)cc3)c3ccccc3O2)CC1,,,5.74
CS(=O)(=O)c1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3cnccc23)c(Cl)c1,7.356547323513812,,
COc1c(N2CC[C@@H]([C@H](C)N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,4.21
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC(F)(F)CC4)cnc23)C1,6.259637310505756,,
Nc1nnc(-c2ccc3[nH]cc(-c4cnc(N5CCCC5=O)cn4)c3c2)s1,5.981894776073021,,
O=c1[nH]c(-c2ccccc2Cl)nc2c1oc1ccc(-c3ccccc3)cc12,5.301029995663981,,
N#Cc1ccc2cc1Oc1ccc3c(c1)[C@H](CC3)N1CC[C@H](NCc3cncn3C2)C1=O,,,5.57
Cc1cn([C@H](C)[C@]2(F)CCNC2)c2nc(C(N)=O)cc(Cl)c12,6.288192770958809,,
Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,,,6.37
Clc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)cc1,,5.72,
COC(=O)c1cccc2c1CC[C@H]1[C@H]2c2cc(O)c(Cl)cc2CCN1C,,8.64,
COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(CC2=Cc3ccccc3OC2(C)C)CC1,,,5.89
CCOC(=O)COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,,,6.01
CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,,,5.68
COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(C)CC2)OCO4,,6.05,
CC(=O)Nc1ccc2c(c1)C(N1CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC1)CC2,,,4.46
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,5.0,,
