cid,seed,smiles,sdf_file,conformer,MW,LogP,HBD,HBA,TPSA,RotBonds,HeavyAtoms,Rings,AromaticRings
16662431,seed_1,CCN(CC)CCN1CCC2=C(C1=O)C(=C(N2)C=C3C4=C(C=CC(=C4)F)NC3=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_1_16662431.sdf,3d,410.49,3.3,2,3,68.44,6,30,4,2
23649245,seed_1,CCC(C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)NS(=O)(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_1_23649245.sdf,3d,459.57,5.15,2,4,88.16,7,33,4,4
44623946,seed_1,CC1=C(C=CC(=C1)C(=O)N)N2C(=CC=C2C3=CC=C(C=C3)N4C=CN=C4)CCC(=O)O,kinase_domain/data/phase2b/raw/phase2b_seed_1_44623946.sdf,3d,414.47,3.75,2,5,103.14,7,31,4,4
52934180,seed_1,CC1=NC2=C(N1)C=C(C=C2)C(=O)N3CCC4(CC3)CC5=C(C(=O)C4)N(N=C5)C(C)C,kinase_domain/data/phase2b/raw/phase2b_seed_1_52934180.sdf,3d,405.5,3.7,1,5,83.88,2,30,5,3
9839190,seed_1,CNCC1=CC=C(C=C1)NC(=O)C2=CNC3=C2C(=O)CCC3,kinase_domain/data/phase2b/raw/phase2b_seed_1_9839190.sdf,3d,297.36,2.51,3,3,73.99,4,22,3,2
9865514,seed_1,CC1=CC2=C3C(=C1)C(=NC(C(=O)N3CC2)NC(=O)C4=CC=NC=C4)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_1_9865514.sdf,3d,396.45,2.89,1,4,74.66,3,30,5,3
129532613,seed_1,CC(C)(C1=CC=CC=C1)NC(=O)C2=CN(C3=C2C=CC=N3)CCCCCF,kinase_domain/data/phase2b/raw/phase2b_seed_1_129532613.sdf,3d,367.47,4.84,1,3,46.92,8,27,3,3
2403,seed_1,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCN,kinase_domain/data/phase2b/raw/phase2b_seed_1_2403.sdf,3d,398.47,3.05,2,5,82.05,5,30,5,4
71301472,seed_1,CCCCCN1C2=CC=CC=C2C(=N1)C(=O)NC(C(C)C)C(=O)N,kinase_domain/data/phase2b/raw/phase2b_seed_1_71301472.sdf,3d,330.43,2.47,2,4,90.01,8,24,2,2
72346,seed_1,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,kinase_domain/data/phase2b/raw/phase2b_seed_1_72346.sdf,3d,363.47,3.35,2,4,64.26,4,27,4,3
99652,seed_1,CNC1=CC=CC=C1C(=O)N2CCC3=C(C2=O)NC4=CC=CC=C34,kinase_domain/data/phase2b/raw/phase2b_seed_1_99652.sdf,3d,319.36,3.05,2,3,65.2,2,24,4,3
71234,seed_1,CC(CNC(=O)C1=CN=CC=C1)NC(=O)C2=CN=CC=C2,kinase_domain/data/phase2b/raw/phase2b_seed_1_71234.sdf,3d,284.32,1.02,2,4,83.98,5,21,2,2
86567422,seed_1,CCCCCN1C2=CC=CC=C2C(=N1)C(=O)NC(C(C)C)C(=O)N,kinase_domain/data/phase2b/raw/phase2b_seed_1_86567422.sdf,3d,330.43,2.47,2,4,90.01,8,24,2,2
10433653,seed_1,CCN1CCC(CC1)NC2=CC3=C(C=C2)NC(=O)C3=C(C4=CC(=CC=C4)F)C5=NC=C(N5)C,kinase_domain/data/phase2b/raw/phase2b_seed_1_10433653.sdf,3d,445.54,4.66,3,4,73.05,5,33,5,3
11338127,seed_1,CC1=C(C=C(C=C1)C(=O)NC2CC2)N3C(=C(C=N3)C(=O)C4=CC=CC(=C4)C#N)N,kinase_domain/data/phase2b/raw/phase2b_seed_1_11338127.sdf,3d,385.43,2.76,2,6,113.8,5,29,4,3
9864291,seed_1,CCC1=CC=CC(=C1CNC2=CC(=CN3C2=NC(=C3C)C)C(=O)N)C,kinase_domain/data/phase2b/raw/phase2b_seed_1_9864291.sdf,3d,336.44,3.53,2,4,72.42,5,25,3,3
9826322,seed_1,CC(C1=CC2=C(C=C1)N(C(=N2)CNC3=CC=C(C=C3)C(=N)N)C)(C(=O)N4CCCC4)NCC(=O)O,kinase_domain/data/phase2b/raw/phase2b_seed_1_9826322.sdf,3d,477.57,1.98,5,7,149.36,9,35,4,3
9951066,seed_1,CC1=C(C(=CC=C1)C)CNC2=CC(=CN3C2=NC(=C3C)C)C(=O)NCCO,kinase_domain/data/phase2b/raw/phase2b_seed_1_9951066.sdf,3d,366.47,2.9,3,5,78.66,6,27,3,3
11373432,seed_1,CC1=C(C=C(C=C1)C(=O)NC2CC2)N3C=NC4=C(C3=O)C=C(C=C4)N5CCN(CC5)C,kinase_domain/data/phase2b/raw/phase2b_seed_1_11373432.sdf,3d,417.51,2.34,1,6,70.47,4,31,5,3
11507964,seed_1,CC(C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N.Cl,kinase_domain/data/phase2b/raw/phase2b_seed_1_11507964.sdf,2d,316.79,3.26,3,3,83.8,3,22,3,3
11618268,seed_1,CC(C1=NC2=C(C=C(C=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,kinase_domain/data/phase2b/raw/phase2b_seed_1_11618268.sdf,3d,401.41,3.36,2,7,101.38,4,30,5,5
44370579,seed_1,C1C2=C(C=CN2C(S1)C3=CN=CC=C3)C(=O)NC4=CC=CC(=C4)C(=O)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_1_44370579.sdf,3d,425.51,5.16,1,5,63.99,5,31,5,4
44519124,seed_1,CC(C)NCCN1C2=C(C=C(C=C2)C(=O)C)C3=C1C=CC(=C3)C(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_1_44519124.sdf,3d,336.44,4.2,1,4,51.1,6,25,3,3
44603362,seed_1,CC1(CN(C1)C(=O)C2=CC=C(C=C2)C3=CC=CC4=NC(=NN43)NC(=O)C5CC5)C,kinase_domain/data/phase2b/raw/phase2b_seed_1_44603362.sdf,3d,389.46,3.23,1,5,79.6,4,29,5,3
53252276,seed_1,CN1C=C(C=N1)C2=NC(=C(C3=C2C(=O)NC3)F)NC4CCCCC4N,kinase_domain/data/phase2b/raw/phase2b_seed_1_53252276.sdf,3d,344.39,1.55,3,6,97.86,3,25,4,2
56935577,seed_1,CCN(CC)CCNC(=O)C1=C(NC2=C1CCCC2=C3C4=C(C=CC(=C4)F)NC3=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_1_56935577.sdf,3d,424.52,3.73,3,3,77.23,6,31,4,2
57662985,seed_1,CC1=C(C=C(C=C1)CNC)NC(=O)C2=CC=C(C=C2)NC3=NC4=CC=CC=C4C(=N3)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_1_57662985.sdf,3d,473.58,6.32,3,5,78.94,7,36,5,5
67223373,seed_1,C1CC2C(CC3=C2C=C(C=C3)C#N)N(C1)C(=O)C4=CC5=C(C=C4)N=CN5,kinase_domain/data/phase2b/raw/phase2b_seed_1_67223373.sdf,3d,342.4,3.38,1,3,72.78,1,26,5,3
67454400,seed_1,C1C(CC1(CNC2=NC=C(C=N2)N3C=CC(=C3)C(=O)N)C4=C(C=CC=N4)F)F,kinase_domain/data/phase2b/raw/phase2b_seed_1_67454400.sdf,3d,384.39,2.38,2,6,98.72,6,28,4,3
122685543,seed_1,CC1=CC2=C(C=CC=C2N1C3=NC4=C(CCCN4)C(=N3)NCC5=CC=CC=C5)C(=O)N,kinase_domain/data/phase2b/raw/phase2b_seed_1_122685543.sdf,3d,412.5,3.8,3,6,97.86,5,31,5,4
163557606,seed_1,CCC(C1=C2CN(C(=O)C2=CC(=N1)N3CCCC3C)C4=CC=CC(=N4)C5=NN=C6N5C(CC6)C)N,kinase_domain/data/phase2b/raw/phase2b_seed_1_163557606.sdf,3d,472.6,3.8,1,8,106.06,5,35,6,3
9888211,seed_1,C1CN(CC=C1C2=CNC3=C2C=C(C=C3)F)CCCCN4C(=O)C5=CC=CC=C5C4=O,kinase_domain/data/phase2b/raw/phase2b_seed_1_9888211.sdf,3d,417.48,4.47,1,3,56.41,6,31,5,3
46901383,seed_1,C1CCC(CC1)NC2=NC=CC(=C2)C3=NC(=CC(=C3)C(=O)N)N4CCNCC4,kinase_domain/data/phase2b/raw/phase2b_seed_1_46901383.sdf,3d,380.5,2.4,3,6,96.17,5,28,4,2
56646218,seed_1,C1CCN(C1)C2=C(C=C(C=C2)C3=NC(=NC=C3)NC4=CC5=C(C=C4)NC(=O)C5)C#N,kinase_domain/data/phase2b/raw/phase2b_seed_1_56646218.sdf,3d,396.45,3.85,2,6,93.94,4,30,5,3
9925908,seed_1,CCCN1CCC(CC1)C2=NC3=C(C=CC=C3N2)C(=O)N,kinase_domain/data/phase2b/raw/phase2b_seed_1_9925908.sdf,3d,286.38,2.25,2,3,75.01,4,21,3,2
49850262,seed_1,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,kinase_domain/data/phase2b/raw/phase2b_seed_1_49850262.sdf,3d,335.41,2.8,2,4,57.5,3,25,4,3
5282421,seed_1,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=CC(=O)O)C(=O)O,kinase_domain/data/phase2b/raw/phase2b_seed_1_5282421.sdf,2d,454.53,2.55,4,4,125.97,5,33,4,2
128784,seed_1,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=CC=C3,kinase_domain/data/phase2b/raw/phase2b_seed_1_128784.sdf,3d,312.37,2.37,1,5,72.68,5,23,3,3
135566764,seed_1,CC(C1=CC=CC=C1)NC(=O)CCC2=NC3=CC=CC=C3C(=O)N2,kinase_domain/data/phase2b/raw/phase2b_seed_1_135566764.sdf,3d,321.38,2.73,2,3,74.85,5,24,3,3
65906,seed_2,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,kinase_domain/data/phase2b/raw/phase2b_seed_2_65906.sdf,3d,432.5,3.41,1,6,70.05,5,32,5,4
35802,seed_2,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_35802.sdf,3d,313.29,3.11,2,4,84.08,3,23,3,3
216210,seed_2,CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_216210.sdf,3d,471.52,2.99,4,7,150.22,9,35,4,4
25145656,seed_2,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_25145656.sdf,3d,412.43,3.43,1,6,85.07,4,31,5,5
135398510,seed_2,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_135398510.sdf,3d,392.44,2.54,3,5,94.04,2,29,5,4
132016492,seed_2,C1CC12C3=C(C=C(C=C3)F)N(C2=O)CC4=NC5=C(N4CCCC(F)(F)F)C=CC(=C5)CN,kinase_domain/data/phase2b/raw/phase2b_seed_2_132016492.sdf,3d,446.45,4.56,1,4,64.15,6,32,5,3
66555680,seed_2,CC1=NC2=C(N1)C=C(C=C2)N3C(=C(C=N3)C(=O)C4=CC5=CC=CC=C5N4)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_66555680.sdf,3d,356.39,3.35,3,5,105.38,3,27,5,5
2387,seed_2,C1=CC2=C(C=C1C(=N)N)NC(=N2)CC3=NC4=C(N3)C=C(C=C4)C(=N)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_2387.sdf,3d,332.37,1.6,6,4,157.1,4,25,4,4
53346507,seed_2,CC1=CC2=C(C=C1C3=CC(=CC=C3)C(=O)C)N=C(N=C2N)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_53346507.sdf,3d,292.34,2.97,2,5,94.89,2,22,3,3
16071896,seed_2,C1CC1C(=O)NC2=CN=C(C(=N2)C3=CN=CC=C3)C4=C(C=NC=C4)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_16071896.sdf,3d,335.34,3.09,1,5,80.66,4,25,4,3
49857317,seed_2,C1C2C(C2NCC3=NC4=C(C=C3)C=C(C=C4)F)CN1C5=NC=C(C=N5)C(=O)NO,kinase_domain/data/phase2b/raw/phase2b_seed_2_49857317.sdf,3d,394.41,1.51,3,7,103.27,5,29,5,3
58111426,seed_2,CC1=CSC2=NC(=C(C(=O)N12)C3=CC(=CC=C3)F)C(C)NC4=NC=NC5=C4NC=N5,kinase_domain/data/phase2b/raw/phase2b_seed_2_58111426.sdf,3d,421.46,3.71,2,8,100.86,4,30,5,5
71666749,seed_2,CC(C(C1=NC2=C(N1)C=C(C=C2)C(C)(C)C)N)C(=O)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_71666749.sdf,3d,274.37,1.98,3,3,97.79,3,20,2,2
447682,seed_2,C1=CC=C2C(=C1)C(=C3N2C4=CC=CC=C4C(=O)N3)CC(=O)O,kinase_domain/data/phase2b/raw/phase2b_seed_2_447682.sdf,3d,292.29,2.56,2,3,74.57,2,22,4,4
720149,seed_2,CC1=NC(=CC=C1)NC(=O)C2=CC(=CC=C2)C(=O)NC3=CC=CC(=N3)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_720149.sdf,3d,346.39,3.6,2,4,83.98,4,26,3,3
10292573,seed_2,CCNCCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_10292573.sdf,3d,370.43,2.6,4,3,86.02,6,27,3,2
25061501,seed_2,CCC1=CNC2=C1C(=NC=N2)N3CCC(C3)(CNC(=O)C4=C(C=C(C=C4)F)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_25061501.sdf,3d,400.43,2.14,3,5,99.93,5,29,4,3
11539025,seed_2,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N,kinase_domain/data/phase2b/raw/phase2b_seed_2_11539025.sdf,3d,420.54,5.55,2,5,85.41,3,31,4,4
25116064,seed_2,CC1=C(NC2=C1C(=O)N(CCC2)CC(CN3CCOCC3)O)C=C4C5=C(C=CC(=C5)F)NC4=O,kinase_domain/data/phase2b/raw/phase2b_seed_2_25116064.sdf,3d,468.53,2.04,3,5,97.9,5,34,5,2
1282,seed_2,C1=CC=C2C(=C1)NC(=N2)CC3=NC4=C(N3)C=C(C=C4)C(=N)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_1282.sdf,3d,290.33,2.31,4,3,107.23,3,22,4,4
454726,seed_2,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=C(C=C4)C#N,kinase_domain/data/phase2b/raw/phase2b_seed_2_454726.sdf,3d,388.48,3.22,2,5,88.05,4,29,4,3
454727,seed_2,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=C(C=C4)C=O,kinase_domain/data/phase2b/raw/phase2b_seed_2_454727.sdf,3d,391.48,3.16,2,5,81.33,5,29,4,3
454735,seed_2,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)N(C)S(=O)(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_454735.sdf,3d,470.6,2.74,2,6,101.64,6,33,4,3
15991573,seed_2,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC4=CN=C(N=C4C=C3)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_15991573.sdf,3d,422.41,5.46,2,4,80.9,3,31,4,4
453217,seed_2,CCNC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,kinase_domain/data/phase2b/raw/phase2b_seed_2_453217.sdf,3d,349.44,2.96,2,4,64.26,4,26,4,3
462960,seed_2,CN(C1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)NS(=O)(=O)C)C4=C(C=CC=N4)NCC5CC5,kinase_domain/data/phase2b/raw/phase2b_seed_2_462960.sdf,3d,496.64,3.5,3,6,110.43,8,35,5,3
462961,seed_2,CN(C1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)NS(=O)(=O)C)C4=C(C=CC=N4)NC5CC5,kinase_domain/data/phase2b/raw/phase2b_seed_2_462961.sdf,3d,482.61,3.25,3,6,110.43,7,34,5,3
462972,seed_2,CCNC1=C(N=CC=C1)N(C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C)C(C)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_462972.sdf,3d,498.65,3.89,3,6,110.43,8,35,4,3
462973,seed_2,CCCNC1=C(N=CC=C1)N(CC)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_462973.sdf,3d,498.65,3.89,3,6,110.43,9,35,4,3
72188645,seed_2,CC1=CC(=NC(=N1)C2CCC3(N2)CCN(C3=O)C)C4=CC=C(C=C4)C(F)(F)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_72188645.sdf,3d,390.41,3.5,1,4,58.12,2,28,4,2
75593308,seed_2,CC1=C(NN=C1C(=O)NC2=CN=C3C(=C2)C=C(N3)C4=CC=CC=C4)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_75593308.sdf,3d,331.38,3.82,3,3,86.46,3,25,4,4
129989,seed_2,CCN(CC)CCCCC1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_2_129989.sdf,3d,463.63,4.54,1,5,68.78,9,34,4,2
6918877,seed_2,C1CCN(C1)CCN2C3=C(C=C(C=C3)C=CC(=O)NO)N=C2CCC4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_2_6918877.sdf,3d,404.51,3.44,2,5,70.39,8,30,4,3
9840076,seed_2,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,kinase_domain/data/phase2b/raw/phase2b_seed_2_9840076.sdf,3d,320.4,2.51,1,4,50.16,3,24,4,3
9908783,seed_2,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C=NC5=C(N=CN=C54)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_9908783.sdf,3d,397.44,2.77,1,8,104.51,3,30,5,5
25195091,seed_2,C1CC1C(C2=CC=CC=C2)NC(=O)C3=C(C(=NC4=CC=CC=C43)C5=CC(=CC=C5)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_25195091.sdf,3d,411.48,5.5,2,3,68.01,5,31,5,4
44483163,seed_2,C1C2C=CC1C3C2C(=O)N(C3=O)C4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5N=CC=C6,kinase_domain/data/phase2b/raw/phase2b_seed_2_44483163.sdf,3d,409.45,3.8,1,4,79.37,3,31,6,3
135564899,seed_2,CC1CN(CC1C2=NC3=C(C=NN3C4CCCC4)C(=O)N2)CC5=CC6=NC=CN=C6C=C5,kinase_domain/data/phase2b/raw/phase2b_seed_2_135564899.sdf,3d,429.53,3.41,1,7,92.59,4,32,6,4
16034840,seed_2,CC1=C(NC(=C1C(=O)NCCN2CCCC2)C)C=C3C4=C(C=CC(=C4)F)NC3=O.OP(=O)(O)O,kinase_domain/data/phase2b/raw/phase2b_seed_2_16034840.sdf,2d,494.46,2.16,6,4,154.99,5,34,4,2
11675244,seed_2,C1=CC=C2C=C(C=CC2=C1)C(=O)NC(CC3=NC4=C(N3)C=C(C=C4)F)C(=O)O,kinase_domain/data/phase2b/raw/phase2b_seed_2_11675244.sdf,3d,377.38,3.28,3,3,95.08,5,28,4,4
11676119,seed_2,CC1=NC(=CC=C1)C2=C(N=C(N2)CC3=CC(=CC=C3)C(=O)N)C4=CC5=NC=CN=C5C=C4,kinase_domain/data/phase2b/raw/phase2b_seed_2_11676119.sdf,3d,420.48,4.08,2,5,110.44,5,32,5,5
24858111,seed_2,CC1=CC(=NC(=N1)N)NC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)NC4=CC=NC5=CC=CC=C54,kinase_domain/data/phase2b/raw/phase2b_seed_2_24858111.sdf,3d,461.53,5.65,4,7,117.85,6,35,5,5
25209788,seed_2,CC1=C(C2=CC=CC=C2N1)C3=C(C(=O)N(C3=O)C)NCCC4=CC=C(C=C4)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_25209788.sdf,3d,377.42,3.16,2,3,65.2,5,28,4,3
138578805,seed_2,CC1=C(N=C2N1C=CC(=C2)C(=O)N3CCCC(C3)N)C4=CC5=CC=CC=C5N4CC6=CC=C(C=C6)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_138578805.sdf,3d,481.58,5.02,1,5,68.56,4,36,6,5
3749366,seed_2,C1=CC=C2C(=C1)NC(=N2)CC(=O)C3=CC=C(C=C3)[N+](=O)[O-],kinase_domain/data/phase2b/raw/phase2b_seed_2_3749366.sdf,3d,281.27,2.9,1,4,88.89,4,21,3,3
10089772,seed_2,CC1C2=NC3=CC=CC=C3C(=O)N2C(C(=O)N1)CC4=CNC5=CC=CC=C54,kinase_domain/data/phase2b/raw/phase2b_seed_2_10089772.sdf,3d,358.4,2.85,2,4,79.78,2,27,5,4
11430418,seed_2,C1CCC2=C(C1)C(=O)N(C(=N2)CCCCN3CCN(CC3)C4=NC5=CC=CC=C5C=C4)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_11430418.sdf,3d,432.57,2.53,1,7,80.28,6,32,5,3
11221549,seed_2,CC1=C(NC(=C1C(=O)NCCN)C)C=C2C3=C(C=CC(=C3)F)NC2=O,kinase_domain/data/phase2b/raw/phase2b_seed_2_11221549.sdf,3d,342.37,1.95,4,3,100.01,4,25,3,2
146395245,seed_2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCN(CC4)C(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_146395245.sdf,3d,400.5,2.82,2,3,68.44,3,29,4,2
164938183,seed_2,CC(C)N1C=NC(=C1C2=NC=C(N2)C(=O)NC3=CC=C(C=C3)N4CCN(CC4)C)C5=CC=C(C=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_164938183.sdf,3d,487.58,4.66,2,6,82.08,6,36,5,4
453391,seed_2,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=C(C=C4)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_453391.sdf,3d,381.46,3.48,2,4,64.26,4,28,4,3
454729,seed_2,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NC(=O)OC,kinase_domain/data/phase2b/raw/phase2b_seed_2_454729.sdf,3d,436.52,3.52,3,6,102.59,5,32,4,3
454730,seed_2,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NC(=O)C(F)(F)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_454730.sdf,3d,474.49,3.85,3,5,93.36,5,34,4,3
454732,seed_2,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=C(C=C4)NS(=O)(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_454732.sdf,3d,456.57,2.72,3,6,110.43,6,32,4,3
462952,seed_2,CC(C)NC1=C(N=CC=C1)N(C)C2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,kinase_domain/data/phase2b/raw/phase2b_seed_2_462952.sdf,3d,391.52,4.12,2,4,64.26,5,29,4,3
466848,seed_2,CCN1C2=C(C=CC=N2)C(=O)N(C3=C1N=C(C=C3)C4=CNC5=C4C=CN=C5)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_466848.sdf,3d,370.42,3.77,1,5,78.01,2,28,5,4
438569,seed_2,CN(C)CCNC1=C2C3=C(C=C1)N=CN3C4=CC=CC=C4C2=O,kinase_domain/data/phase2b/raw/phase2b_seed_2_438569.sdf,3d,306.37,2.41,1,5,49.64,4,23,4,4
462958,seed_2,CC(C)(C)NC1=C(N=CC=C1)N(C)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_462958.sdf,3d,498.65,3.89,3,6,110.43,6,35,4,3
5329105,seed_2,CC1=C(NC(=C1C(=O)NCCN(C)C)C)C=C2C3=C(C=CC(=C3)F)NC2=O,kinase_domain/data/phase2b/raw/phase2b_seed_2_5329105.sdf,3d,370.43,2.55,3,3,77.23,5,27,3,2
9995195,seed_2,CC1=CC(=CC=C1)NC2=NC=NC3=C2C=C(C=C3)NC(=O)C=C,kinase_domain/data/phase2b/raw/phase2b_seed_2_9995195.sdf,3d,304.35,3.81,2,4,66.91,4,23,3,3
10163627,seed_2,CC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)C(=O)NC4CN(CC4C(=O)NO)C(=O)OC(C)(C)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_10163627.sdf,3d,493.56,2.86,3,7,125.79,5,36,4,3
10273657,seed_2,CC(C)C1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)C(=O)NC4CCCC4C(=O)NO,kinase_domain/data/phase2b/raw/phase2b_seed_2_10273657.sdf,3d,420.51,3.61,3,5,96.25,6,31,4,3
11357740,seed_2,CC(C)C1CNC(=O)C2=C1NC(=C2)C3=NC(=NC=C3)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_11357740.sdf,3d,271.32,1.54,3,4,96.69,2,20,3,2
11518031,seed_2,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=C(C=CC=N3)C4=NC=NC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_2_11518031.sdf,3d,449.44,5.86,2,5,79.8,5,33,4,4
11625929,seed_2,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C#CC3=CC4=C(N=C3)N=CN4,kinase_domain/data/phase2b/raw/phase2b_seed_2_11625929.sdf,3d,420.39,4.94,2,3,70.67,2,31,4,4
11675054,seed_2,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC(=C(C=C3)C(=O)NC)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_11675054.sdf,3d,368.42,3.47,2,6,84.73,5,27,3,3
16086088,seed_2,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC4=CN=C(N=C4C=C3)NC,kinase_domain/data/phase2b/raw/phase2b_seed_2_16086088.sdf,3d,436.44,5.92,2,4,66.91,4,32,4,4
16219401,seed_2,CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O,kinase_domain/data/phase2b/raw/phase2b_seed_2_16219401.sdf,3d,275.31,3.07,1,3,46.92,1,21,4,3
16739265,seed_2,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=C(N4)C=CC(=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_16739265.sdf,3d,421.48,3.02,3,4,85.92,5,31,5,4
