ligand,affinity_kcal,hbond_total,hbond_pdon,hbond_ldon,hydrophobic,pi_stack,salt_bridge,water_bridge,hinge_residues,hbond_details,is_hinge_binder
phase2b_seed_2_454727,-7.8,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.06a=152.9,True
phase2b_seed_0_118873253,-7.8,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.68a=126.8,True
phase2b_seed_0_11689883,-7.8,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.15a=165.4,True
phase2b_seed_0_132519,-7.8,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_135566764,-7.8,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=2.97a=173.3 | GLU603(ldon)d=3.89a=113.3 | GLU603(ldon)d=3.53a=152.3,True
phase2b_seed_0_10341154,-7.8,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_54746,-7.8,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.07a=115.9,True
phase2b_seed_0_10296883,-7.8,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_75593308,-7.8,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_454726,-7.8,3,1,2,0,0,0,0,[605],GLY605(pdon)d=2.92a=171.6 | GLY605(ldon)d=3.42a=126.5 | GLY605(ldon)d=3.47a=126.5,True
phase2b_seed_4_135908617,-7.8,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=2.93a=170.6 | GLU603(ldon)d=3.54a=112.3,True
phase2b_seed_4_72194525,-7.8,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.87a=160.1 | GLU603(ldon)d=3.34a=139.6 | GLY605(ldon)d=3.80a=156.8 | GLY605(ldon)d=3.90a=132.5,True
phase2b_seed_4_53482278,-7.8,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_155586901,-7.8,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.97a=160.4 | GLY605(ldon)d=2.89a=156.2,True
phase2b_seed_1_56935577,-7.8,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_16095400,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_54582836,-7.7,1,0,1,0,0,0,0,[603],GLU603(ldon)d=3.94a=102.5,True
phase2b_seed_2_1282,-7.7,5,1,4,0,0,0,0,"[603, 605]",GLY605(pdon)d=2.93a=166.1 | GLU603(ldon)d=3.21a=115.6 | GLY605(ldon)d=3.02a=111.0 | GLY605(ldon)d=3.56a=138.3 | GLY605(ldon)d=3.01a=136.0,True
phase2b_seed_0_5625,-7.7,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.98a=155.0 | GLY605(ldon)d=3.74a=114.0,True
phase2b_seed_4_25218469,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_71288554,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_5164,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_71288717,-7.7,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.34a=135.8,True
phase2b_seed_2_5329105,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_135567108,-7.7,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=2.95a=162.3 | GLU603(ldon)d=3.53a=146.1,True
phase2b_seed_0_44206133,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_71505323,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_11538455,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_99652,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_11221549,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_54582835,-7.7,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.56a=169.6 | GLY605(ldon)d=4.06a=151.0,True
phase2b_seed_4_165415136,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_3185,-7.7,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.47a=162.3 | GLY605(ldon)d=3.59a=154.8 | GLY605(ldon)d=3.53a=126.4,True
phase2b_seed_0_3478,-7.7,2,0,2,0,0,0,0,[605],GLY605(ldon)d=3.37a=135.7 | GLY605(ldon)d=3.45a=115.4,True
phase2b_seed_4_118435363,-7.7,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.18a=110.5,True
phase2b_seed_1_21608802,-7.7,1,0,1,0,0,0,0,[603],GLU603(ldon)d=3.84a=133.0,True
phase2b_seed_0_91885568,-7.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_11338033,-7.6,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_71288645,-7.6,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_121293929,-7.6,8,1,7,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.12a=164.6 | GLU603(ldon)d=2.93a=160.3 | GLU603(ldon)d=3.59a=155.6 | GLU603(ldon)d=2.90a=129.4 | GLY605(ldon)d=3.87a=154.6 | GLY605(ldon)d=3.72a=117.8 | GLY605(ldon)d=3.03a=132.5 | GLY605(ldon)d=3.58a=124.4,True
phase2b_seed_4_51035417,-7.6,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_57964129,-7.6,1,0,1,0,0,0,0,[603],GLU603(ldon)d=3.42a=105.4,True
phase2b_seed_4_71288591,-7.6,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_45488066,-7.6,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.63a=108.4,True
phase2b_seed_4_71288555,-7.6,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_71262654,-7.6,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.28a=151.3 | GLU603(ldon)d=3.50a=111.1,True
phase2b_seed_0_5284566,-7.6,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_10090485,-7.6,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_165415380,-7.6,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_6918837,-7.6,2,0,2,0,0,0,0,[605],GLY605(ldon)d=2.89a=104.0 | GLY605(ldon)d=3.71a=113.2,True
phase2b_seed_1_9839190,-7.6,1,1,0,0,0,0,0,[605],GLY605(pdon)d=4.10a=158.0,True
phase2b_seed_2_454729,-7.6,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_462973,-7.6,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.88a=176.6,True
phase2b_seed_0_3510,-7.6,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.17a=111.0,True
phase2b_seed_4_24741312,-7.6,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.80a=171.8 | GLY605(ldon)d=2.91a=101.3,True
phase2b_seed_2_9995195,-7.6,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.36a=155.7 | GLY605(ldon)d=3.01a=153.8,True
phase2b_seed_0_9865384,-7.6,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_10361685,-7.6,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.87a=161.3 | GLY605(ldon)d=3.35a=102.8 | GLY605(ldon)d=3.14a=100.2,True
phase2b_seed_4_21911645,-7.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_438569,-7.5,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.40a=157.3 | GLU603(ldon)d=3.48a=145.8 | GLU603(ldon)d=3.61a=124.5,True
phase2b_seed_0_2099,-7.5,1,1,0,0,0,0,0,[605],GLY605(pdon)d=4.08a=143.2,True
phase2b_seed_4_6416725,-7.5,2,0,2,0,0,0,0,[605],GLY605(ldon)d=3.16a=104.0 | GLY605(ldon)d=3.52a=116.3,True
phase2b_seed_0_107805,-7.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_4261,-7.5,1,1,0,0,0,0,0,[605],GLY605(pdon)d=2.92a=163.4,True
phase2b_seed_0_4487,-7.5,1,0,1,0,0,0,0,[603],GLU603(ldon)d=3.46a=133.0,True
phase2b_seed_3_2040,-7.5,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.33a=172.8 | GLY605(ldon)d=3.72a=131.8 | GLU603(ldon)d=3.14a=139.4 | GLY605(ldon)d=3.92a=105.1,True
phase2b_seed_0_5329102,-7.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_51033482,-7.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_162346700,-7.5,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.85a=161.1 | GLY605(ldon)d=3.21a=120.8,True
phase2b_seed_4_73356676,-7.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_16662431,-7.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_165414915,-7.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_453217,-7.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_24768480,-7.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_117740035,-7.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_453391,-7.4,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_4030,-7.4,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.94a=155.5 | GLY605(ldon)d=3.04a=120.6 | GLY605(ldon)d=3.21a=121.1,True
phase2b_seed_0_11688533,-7.4,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_71721528,-7.4,1,1,0,0,0,0,0,[605],GLY605(pdon)d=2.93a=169.9,True
phase2b_seed_4_15980347,-7.4,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.41a=162.0 | GLY605(ldon)d=3.15a=124.1 | GLY605(ldon)d=3.18a=115.9,True
phase2b_seed_1_108000,-7.4,1,0,1,0,0,0,0,[605],GLY605(ldon)d=2.88a=108.4,True
phase2b_seed_2_11675054,-7.4,4,1,3,0,0,0,0,[605],GLY605(pdon)d=3.06a=163.3 | GLY605(ldon)d=3.14a=168.4 | GLY605(ldon)d=2.97a=105.1 | GLY605(ldon)d=3.09a=125.4,True
phase2b_seed_1_72346,-7.4,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_10292573,-7.4,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_124201738,-7.4,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.13a=150.8 | GLY605(ldon)d=3.39a=108.9,True
phase2b_seed_2_16071896,-7.3,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.23a=160.2,True
phase2b_seed_4_24768483,-7.3,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_165414871,-7.3,1,0,1,0,0,0,0,[603],GLU603(ldon)d=3.87a=143.9,True
phase2b_seed_2_71666749,-7.3,3,0,3,0,0,0,0,[605],GLY605(ldon)d=3.17a=111.2 | GLY605(ldon)d=3.80a=112.2 | GLY605(ldon)d=4.04a=123.3,True
phase2b_seed_1_44519124,-7.3,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=4.03a=146.2 | GLU603(ldon)d=3.68a=103.3 | GLU603(ldon)d=3.62a=112.7 | GLY605(ldon)d=3.12a=136.1,True
phase2b_seed_0_107867,-7.3,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_454735,-7.3,1,1,0,0,0,0,0,[605],GLY605(pdon)d=4.09a=145.9,True
phase2b_seed_0_50922681,-7.2,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.97a=141.2 | GLY605(ldon)d=3.24a=108.0 | GLY605(ldon)d=3.23a=137.3,True
phase2b_seed_3_1150897,-7.2,0,0,0,0,0,0,0,[],,False
phase2b_seed_3_168182,-7.2,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.70a=159.9 | GLU603(ldon)d=3.18a=129.9,True
phase2b_seed_1_129532613,-7.2,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_57378176,-7.2,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.47a=154.4,True
phase2b_seed_4_58464924,-7.2,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.68a=127.4,True
phase2b_seed_2_11357740,-7.2,5,1,4,0,0,0,0,[605],GLY605(pdon)d=3.18a=162.7 | GLY605(ldon)d=3.28a=100.4 | GLY605(ldon)d=2.96a=110.0 | GLY605(ldon)d=3.40a=102.6 | GLY605(ldon)d=3.02a=134.2,True
phase2b_seed_2_3749366,-7.2,3,1,2,0,0,0,0,[605],GLY605(pdon)d=4.01a=159.1 | GLY605(ldon)d=3.72a=124.2 | GLY605(ldon)d=3.15a=116.9,True
phase2b_seed_4_71288492,-7.1,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_71288531,-7.1,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_155907792,-7.0,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.17a=133.6,True
phase2b_seed_0_86274158,-7.0,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_71538688,-7.0,1,0,1,0,0,0,0,[603],GLU603(ldon)d=3.94a=122.4,True
phase2b_seed_1_128784,-7.0,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.81a=156.5 | GLY605(ldon)d=2.89a=112.9,True
phase2b_seed_0_4472,-7.0,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_2396,-7.0,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_9925908,-7.0,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.87a=142.3 | GLY605(ldon)d=3.82a=103.9 | GLY605(ldon)d=3.33a=139.9,True
phase2b_seed_0_6914657,-7.0,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.95a=173.7 | GLY605(ldon)d=3.51a=130.8,True
phase2b_seed_0_71919,-6.9,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_86567422,-6.9,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_4848,-6.9,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_87382935,-6.9,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_165414970,-6.8,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.62a=122.5,True
phase2b_seed_2_129989,-6.8,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_71301472,-6.8,1,0,1,0,0,0,0,[605],GLY605(ldon)d=4.08a=125.4,True
phase2b_seed_3_23897,-6.8,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.07a=115.1,True
phase2b_seed_1_71234,-6.7,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.28a=160.2 | GLY605(ldon)d=3.49a=100.9,True
phase2b_seed_0_3114,-6.7,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_46209426,-6.7,1,0,1,0,0,0,0,[605],GLY605(ldon)d=2.92a=128.9,True
phase2b_seed_0_129597835,-6.7,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.96a=118.8,True
phase2b_seed_4_124222752,-6.5,0,0,0,0,0,0,0,[],,False
phase2b_seed_4_25260758,0.154,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.13a=169.7 | GLU603(ldon)d=3.53a=104.3 | GLU603(ldon)d=3.19a=102.8,True
phase2b_seed_2_138578805,0.183,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.80a=130.3,True
phase2b_seed_4_71288682,0.216,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_25262792,0.216,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.04a=157.3 | GLY605(ldon)d=3.09a=157.4,True
phase2b_seed_1_163557606,0.232,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.21a=159.2 | GLY605(ldon)d=3.86a=137.6 | GLY605(ldon)d=3.42a=106.8,True
phase2b_seed_1_71245288,0.259,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.24a=113.1,True
phase2b_seed_0_9939865,0.265,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_5330286,0.276,0,0,0,0,0,0,0,[],,False
phase2b_seed_0_60195662,0.279,6,1,5,0,0,0,0,"[603, 605]",GLY605(pdon)d=2.99a=164.9 | GLU603(ldon)d=2.70a=120.1 | GLY605(ldon)d=3.77a=129.4 | GLY605(ldon)d=3.13a=118.8 | GLY605(ldon)d=3.73a=130.0 | GLY605(ldon)d=3.14a=118.4,True
phase2b_seed_2_25138148,0.288,2,0,2,0,0,0,0,[605],GLY605(ldon)d=3.93a=132.4 | GLY605(ldon)d=4.02a=117.2,True
phase2b_seed_1_59215954,0.305,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_25195091,0.308,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.81a=121.5,True
phase2b_seed_2_11676119,0.312,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.04a=162.5 | GLU603(ldon)d=3.53a=111.6 | GLY605(ldon)d=2.80a=120.6,True
phase2b_seed_2_11625929,0.328,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.91a=150.3 | GLY605(ldon)d=3.73a=122.6 | GLY605(ldon)d=3.23a=112.9,True
phase2b_seed_0_49843471,0.336,1,0,1,0,0,0,0,[605],GLY605(ldon)d=2.98a=154.0,True
phase2b_seed_2_15991573,0.338,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.99a=147.5 | GLY605(ldon)d=3.43a=121.2,True
phase2b_seed_2_16086088,0.339,1,1,0,0,0,0,0,[605],GLY605(pdon)d=4.09a=150.9,True
phase2b_seed_4_129136448,0.341,4,1,3,0,0,0,0,[605],GLY605(pdon)d=3.49a=157.9 | GLY605(ldon)d=3.33a=124.2 | GLY605(ldon)d=3.33a=121.9 | GLY605(ldon)d=2.94a=100.2,True
phase2b_seed_1_118480924,0.346,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.84a=110.7,True
phase2b_seed_2_23644671,0.367,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.95a=148.4,True
phase2b_seed_2_18549509,0.37,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.48a=151.3 | GLY605(ldon)d=2.99a=127.6,True
phase2b_seed_0_9919680,0.376,6,1,5,0,0,0,0,[605],GLY605(pdon)d=3.32a=161.0 | GLY605(ldon)d=3.07a=125.8 | GLY605(ldon)d=3.21a=111.0 | GLY605(ldon)d=3.23a=124.9 | GLY605(ldon)d=3.19a=154.3 | GLY605(ldon)d=3.31a=101.5,True
phase2b_seed_2_24858111,0.381,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.96a=148.1 | GLY605(ldon)d=3.33a=109.1,True
phase2b_seed_3_49806720,0.412,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.94a=170.5 | GLY605(ldon)d=2.96a=120.7,True
phase2b_seed_3_11950726,0.413,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.17a=165.8 | GLY605(ldon)d=3.75a=127.6 | GLY605(ldon)d=3.98a=114.4,True
phase2b_seed_1_11618268,0.417,2,0,2,0,0,0,0,[605],GLY605(ldon)d=3.38a=119.4 | GLY605(ldon)d=3.43a=120.2,True
phase2b_seed_1_11338127,0.419,2,0,2,0,0,0,0,"[603, 605]",GLU603(ldon)d=4.06a=100.1 | GLY605(ldon)d=3.13a=135.4,True
phase2b_seed_2_135398510,0.432,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.67a=154.8,True
phase2b_seed_1_11494412,0.446,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_11518031,0.447,2,1,1,0,0,0,0,[605],GLY605(pdon)d=4.02a=151.9 | GLY605(ldon)d=3.72a=111.7,True
phase2b_seed_0_24872560,0.448,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_11373432,0.454,2,0,2,0,0,0,0,[605],GLY605(ldon)d=2.97a=147.1 | GLY605(ldon)d=3.98a=108.5,True
phase2b_seed_1_67223373,0.483,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.89a=172.5 | GLY605(ldon)d=3.91a=122.5,True
phase2b_seed_4_66555847,0.533,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.40a=157.1 | GLY605(ldon)d=4.00a=122.3,True
phase2b_seed_1_56646218,0.562,4,1,3,0,0,0,0,[605],GLY605(pdon)d=3.12a=161.6 | GLY605(ldon)d=3.25a=123.2 | GLY605(ldon)d=3.08a=127.8 | GLY605(ldon)d=2.90a=104.8,True
phase2b_seed_2_10089772,0.571,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.69a=149.9 | GLU603(ldon)d=3.62a=114.0 | GLY605(ldon)d=3.10a=124.6,True
phase2b_seed_3_44814409,0.594,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.21a=163.0 | GLY605(ldon)d=2.89a=135.5,True
phase2b_seed_2_25061501,0.611,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.47a=150.4 | GLU603(ldon)d=3.84a=158.5 | GLU603(ldon)d=3.69a=133.4 | GLY605(ldon)d=3.57a=131.9,True
phase2b_seed_4_9822488,0.619,0,0,0,0,0,0,0,[],,False
phase2b_seed_1_10433653,0.627,0,0,0,0,0,0,0,[],,False
phase2b_seed_2_447682,0.643,3,1,2,0,0,0,0,[605],GLY605(pdon)d=2.89a=156.7 | GLY605(ldon)d=3.88a=125.1 | GLY605(ldon)d=2.98a=147.6,True
phase2b_seed_2_135564899,0.647,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.92a=113.0,True
phase2b_seed_0_5291,0.666,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.12a=163.7 | GLY605(ldon)d=3.02a=147.1 | GLY605(ldon)d=3.36a=122.0,True
phase2b_seed_3_70817911,0.67,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.81a=170.5 | GLY605(ldon)d=3.41a=110.1,True
phase2b_seed_4_121333495,0.741,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.47a=157.3 | GLU603(ldon)d=3.83a=119.5,True
phase2b_seed_2_25145656,0.769,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.77a=159.5 | GLU603(ldon)d=4.06a=134.2,True
phase2b_seed_1_3501,0.824,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.10a=159.7,True
phase2b_seed_1_135565545,0.837,6,1,5,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.15a=160.3 | GLU603(ldon)d=3.95a=114.1 | GLU603(ldon)d=3.96a=121.6 | GLU603(ldon)d=3.79a=110.9 | GLY605(ldon)d=3.97a=123.2 | GLY605(ldon)d=3.99a=123.2,True
phase2b_seed_3_86269224,0.879,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.40a=160.0,True
phase2b_seed_0_68029831,0.88,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.38a=158.5 | GLY605(ldon)d=2.82a=122.0,True
